currentThrust,sent_time_ns,recv_time_ns,latency,drag,currentTime,totalTimestepsRun,versions,currentMassFlowRate,currentOxidiserMass,currentFuelMass,currentRocketTotalMass,netThrust,currentAcceleration,currentVelocityDelta,currentVelocity,currentAltitudeDelta,currentAltitude,requiredThrustChange
123191000.0,124742380273400,124742426754500,46481100,8171451.47514789,20,20,1,30628.52738619129,5920972.221334268,986828.7035557114,7338800.924889983,43025911.451681376,5.862798554155683,5.862798554155683,124.42958095559185,124.42958095559185,1362.486283186494,65.07381914938479
123191000.0,124742531475500,124742579361800,47886300,8889633.76611934,21,21,1,30628.52738619129,5894719.19786039,982453.1996433984,7308172.397503791,42608195.01436847,5.830212082698253,5.830212082698253,130.2597930382901,130.2597930382901,1492.746076224784,65.41289946962969
123191000.0,124742691259300,124742719103600,27844300,9617323.208385415,22,22,1,30628.52738619129,5868466.174386512,978077.6957310854,7277543.8701176,42180971.42576092,5.7960449539796866,5.7960449539796866,136.05583799226977,136.05583799226977,1628.8019142170538,65.75969719722957
123191000.0,124742815324500,124742875056700,59732200,10351353.691514004,23,23,1,30628.52738619129,5842213.150912633,973702.1918187723,7246915.342731409,41747406.796290874,5.760714017193971,5.760714017193971,141.81655200946375,141.81655200946375,1770.6184662265175,66.11164224960356
123191000.0,124742947000100,124743014933800,67933700,11088619.718663493,24,24,1,30628.52738619129,5815960.127438755,969326.6879064593,7216286.8153452175,41310606.622799926,5.724634799015217,5.724634799015217,147.54118680847895,147.54118680847895,1918.1596530349964,66.4662137471082
123191000.0,124743059032800,124743102788300,43755500,11826099.255010616,25,25,1,30628.52738619129,5789707.103964876,964951.1839941463,7185658.287959026,40873592.940111324,5.688218295685312,5.688218295685312,153.22940510416427,153.22940510416427,2071.3890581391606,66.82095856019407
123191000.0,124743198836700,124743245229000,46392300,12560873.810445054,26,26,1,30628.52738619129,5763454.080490998,960575.6800818333,7155029.760572835,40439284.23833543,5.651868069252845,5.651868069252845,158.88127317341713,158.88127317341713,2230.2703313125776,67.17350761148506
123191000.0,124743354360300,124743386280800,31920500,13290145.628340848,27,27,1,30628.52738619129,5737201.05701712,956200.1761695202,7124401.233186644,40010478.27409818,5.6159776751094155,5.6159776751094155,164.49725084852653,164.49725084852653,2394.767582161104,67.52158982872272
123191000.0,124743514295200,124743530259200,15964000,14011251.927912684,28,28,1,30628.52738619129,5710948.033543241,951824.6722572072,7093772.705800452,39589837.82818487,5.5809284382361115,5.5809284382361115,170.07817928676263,170.07817928676263,2564.8457614478666,67.86304370596483
123191000.0,124743642266700,124743682092400,39825700,14721676.217083063,29,29,1,30628.52738619129,5684695.010069363,947449.1683448942,7063144.178414261,39179879.39267303,5.547087586348728,5.547087586348728,175.62526687311137,175.62526687311137,2740.471028320978,68.19582648677823
123191000.0,124743794162100,124743854086400,59924300,15419056.754360065,30,30,1,30628.52738619129,5658441.986595484,943073.6644325812,7032515.65102807,38782964.709054574,5.514806739660077,5.514806739660077,181.14007361277146,181.14007361277146,2921.6111019337495,68.51802103314806
123191000.0,124743973967100,124743989709500,15742400,16101192.290891014,31,31,1,30628.52738619129,5632188.963121606,938698.1605202681,7001887.123641878,38401295.02618215,5.484420749446266,5.484420749446266,186.62449436221772,186.62449436221772,3108.2355962959673,68.82784048657601
123191000.0,124744129755000,124744189660200,59905200,16766045.267046994,32,32,1,30628.52738619129,5605935.939647728,934322.6566079551,6971258.596255687,38036907.90368471,5.456246871133802,5.456246871133802,192.08074123335152,192.08074123335152,3300.316337529319,69.12363086290013
123191000.0,124744273768000,124744301461100,27693100,17411742.67147129,33,33,1,30628.52738619129,5579682.916173849,929947.1526956421,6940630.068869496,37691676.35291896,5.430584252282194,5.430584252282194,197.5113254856337,197.5113254856337,3497.8276630149526,69.40387174962542
123191000.0,124744413439600,124744474401900,60962300,18036574.794745408,34,34,1,30628.52738619129,5553429.892699971,925571.6487833291,6910001.541483304,37367310.08330337,5.407713711635741,5.407713711635741,202.91903919726946,202.91903919726946,3700.746702212222,69.66717529421518
123191000.0,124744559740700,124744575644600,15903900,18638992.125252523,35,35,1,30628.52738619129,5527176.8692260925,921196.144871016,6879373.014097113,37065358.6064548,5.3878977823271095,5.3878977823271095,208.30693697959657,208.30693697959657,3909.0536391918185,69.91228368431558
123191000.0,124744703671400,124744767389500,63718100,19217600.642246768,36,36,1,30628.52738619129,5500923.845752214,916820.640958703,6848744.486710922,36787215.94311908,5.371380990267601,5.371380990267601,213.67831796986417,213.67831796986417,4122.731957161683,70.13806532691585
123191000.0,124744839869400,124744840713600,844200,19771155.761537887,37,37,1,30628.52738619129,5474670.822278336,912445.13704639,6818115.959324731,36534126.6774865,5.358390337659329,5.358390337659329,219.0367083075235,219.0367083075235,4341.768665469206,70.34350993377234
123191000.0,124745012711700,124745060479000,47767300,20298555.18363142,38,38,1,30628.52738619129,5448417.798804457,908069.633134077,6787487.431938539,36307193.1090515,5.349135961299599,5.349135961299599,224.3858442688231,224.3858442688231,4566.154509738029,70.52772271590335
123191000.0,124745157716100,124745173539600,15823500,20798830.883725177,39,39,1,30628.52738619129,5422164.775330579,903694.1292217639,6756858.904552348,36107383.26261629,5.343811935793036,5.343811935793036,229.72965620461613,229.72965620461613,4795.884165942645,70.68991788148786
123191000.0,124745297769000,124745341438500,43669500,21271140.468735974,40,40,1,30628.52738619129,5395911.7518567005,899318.6253094509,6726230.377166157,35935539.53126402,5.342597192813384,5.342597192813384,235.0722533974295,235.0722533974295,5030.956419340075,70.82941161995274
123191000.0,124745453805700,124745477403500,23597800,21714758.10954448,41,41,1,30628.52738619129,5369658.728382822,894943.1213971379,6695601.849779965,35792387.744114056,5.345656529037832,5.345656529037832,240.41790992646733,240.41790992646733,5271.374329266542,70.94561474124404
123191000.0,124745593475100,124745621358000,27882900,22129065.237845734,42,42,1,30628.52738619129,5343405.704908944,890567.6174848248,6664973.322393774,35678546.46947134,5.35314167719086,5.35314167719086,245.77105160365818,245.77105160365818,5517.145380870201,71.03802512401771
123191000.0,124745721296500,124745765169300,43872800,22513541.177216664,43,43,1,30628.52738619129,5317152.681435065,886192.1135725118,6634344.795007583,35594536.38375895,5.365192416671534,5.365192416671534,251.1362440203297,251.1362440203297,5768.28162489053,71.106220110431
123191000.0,124745845331300,124745961000900,115669600,22867753.857981943,44,44,1,30628.52738619129,5290899.657961187,881816.6096601988,6603716.267621391,35540789.5566522,5.381937702398248,5.381937702398248,256.51818172272795,256.51818172272795,6024.799806613258,71.14984896895699
123191000.0,124745973142200,124746096905900,123763700,23191350.74578056,45,45,1,30628.52738619129,5264646.634487309,877441.1057478858,6573087.7402352,35517658.52251212,5.403496792702362,5.403496792702362,261.9216785154303,261.9216785154303,6286.721485128688,71.16862553067016
123191000.0,124746141042300,124746184788100,43745800,23484050.094887048,46,46,1,30628.52738619129,5238393.61101343,873065.6018355727,6542459.212849009,35525425.027064174,5.429980359265261,5.429980359265261,267.35165887469554,267.35165887469554,6554.073144003383,71.16232108915085
123191000.0,124746253139800,124746284896300,31756500,23745632.61969813,47,47,1,30628.52738619129,5212140.587539552,868690.0979232597,6511830.685462818,35564308.35591163,5.461491564162798,5.461491564162798,272.8131504388583,272.8131504388583,6826.886294442242,71.13075763983437
123191000.0,124746392719400,124746408552800,15833400,23975933.661623504,48,48,1,30628.52738619129,5185887.564065673,864314.5940109467,6481202.158076626,35634473.167644784,5.498127091011729,5.498127091011729,278.31127752987004,278.31127752987004,7105.197571972112,71.07380152150337
123191000.0,124746520708400,124746552746200,32037800,24174835.91409599,49,49,1,30628.52738619129,5159634.540591795,859939.0900986337,6450573.630690435,35736036.76883084,5.53997811897015,5.53997811897015,283.8512556488402,283.8512556488402,7389.048827620953,70.99135751083209
123191000.0,124746680051800,124746711895600,31843800,24342262.755637884,50,50,1,30628.52738619129,5133381.517117917,855563.5861863206,6419945.103304244,35869075.780947484,5.587131229905103,5.587131229905103,289.4383868787453,289.4383868787453,7678.487214499698,70.88336341051905
123191000.0,124746840305800,124746869049300,28743500,24478172.22991886,51,51,1,30628.52738619129,5107128.493644038,851188.0822740076,6389316.575918052,36033632.16032504,5.639669240390946,5.639669240390946,295.07805611913625,295.07805611913625,7973.565270618834,70.74978516261329
123191000.0,124746973058200,124747028866500,55808300,24582551.70249095,52,52,1,30628.52738619129,5080875.47017016,846812.5783616946,6358688.048531861,36229718.54141149,5.69767195133538,5.69767195133538,300.77572807047164,300.77572807047164,8274.340998689306,70.59061251113191
123191000.0,124747193285000,124747224917300,31632300,24696789.56225315,54,54,1,30628.52738619129,5028369.423222403,838061.5705370685,6297430.993759478,36457322.88124059,5.761216808946851,5.761216808946851,306.5369448794185,306.5369448794185,8580.877943568725,70.40585523192392
123191000.0,124747337044400,124747348776300,11731900,24706731.076022044,55,55,1,30628.52738619129,5002116.399748525,833686.0666247555,6266802.466373287,36716412.38896637,5.830379471462407,5.830379471462407,312.3673243508809,312.3673243508809,8893.245267919605,70.19553994288027
123191000.0,124747504986000,124747529952200,24966200,24685303.170183133,56,56,1,30628.52738619129,4975863.376274646,829310.5627124425,6236173.938987096,37006936.728856005,5.905234276559637,5.905234276559637,318.2725586274405,318.2725586274405,9211.517826547046,69.95970750391182
123191000.0,124747652967100,124747686189300,33222200,24632584.607294645,57,57,1,30628.52738619129,4949610.352800768,824935.0588001295,6205545.411600905,37682014.90490048,6.072313133742628,6.072313133742628,330.3307263658763,330.3307263658763,9866.106966145057,69.4117144069774
123191000.0,124747797935500,124747829825600,31890100,24548666.519554257,58,58,1,30628.52738619129,4923357.3293268895,820559.5548878164,6174916.884214713,38066398.8462994,6.164681980353562,6.164681980353562,336.49540834622985,336.49540834622985,10202.602374491285,69.09969166067374
123191000.0,124747930019600,124747957781200,27761600,24433652.179808944,59,59,1,30628.52738619129,4897104.305853011,816184.0509755034,6144288.356828522,38481879.03970325,6.2630327232178145,6.2630327232178145,342.75844106944766,342.75844106944766,10545.360815560733,68.7624266060806
123191000.0,124748069961900,124748113577000,43615100,24287657.52915899,60,60,1,30628.52738619129,4870851.282379133,811808.5470631904,6113659.829442331,38928339.54401174,6.367436303298979,6.367436303298979,349.12587737274663,349.12587737274663,10894.486692933478,68.40001335810916
123191000.0,124748221757300,124748281605000,59847700,24110812.467101373,61,61,1,30628.52738619129,4844598.258905254,807433.0431508773,6083031.302056139,39405650.4597279,6.477962795688443,6.477962795688443,355.60384016843506,355.60384016843506,11250.090533101913,68.01255736236584
123191000.0,124748345583600,124748361554500,15970900,23753242.090021033,62,62,1,30628.52738619129,4818345.235431376,803057.5392385643,6052402.774669948,40063686.69046678,6.619468033115417,6.619468033115417,362.2233082015505,362.2233082015505,11612.313841303463,67.47839802382741
123191000.0,124748505551000,124748522456800,16905800,23283318.400096476,63,63,1,30628.52738619129,4792092.2119574975,798682.0353262513,6021774.247283757,40834076.234049864,6.7810705877040975,6.7810705877040975,369.0043787892546,369.0043787892546,11981.318220092719,66.85303615195116
123191000.0,124748653387400,124748686661600,33274200,22803150.338687778,64,64,1,30628.52738619129,4765839.188483619,794306.5314139383,5991145.719897565,41614710.149117105,6.946035381998457,6.946035381998457,375.95041417125304,375.95041417125304,12357.268634263972,66.21935843599199
123191000.0,124748761295100,124748777168000,15872900,22313055.997907106,65,65,1,30628.52738619129,4739586.165009741,789931.0275016252,5960517.192511374,42405270.343556315,7.11436088076939,7.11436088076939,383.0647750520224,383.0647750520224,12740.333409315994,65.57762308646222
123191000.0,124748953136800,124748996864500,43727700,21813400.743194807,66,66,1,30628.52738619129,4713333.141535862,785555.5235893122,5929888.665125183,43205391.45192714,7.28603754502616,7.28603754502616,390.35081259704856,390.35081259704856,13130.684221913043,64.92812668788537
123191000.0,124749136867500,124749168788900,31921400,21304598.133286923,67,67,1,30628.52738619129,4687080.118061984,781180.0196769992,5899260.1377389915,44014659.91549357,7.461047468295416,7.461047468295416,397.811860065344,397.811860065344,13528.496081978386,64.27120494557754
123191000.0,124749296765800,124749328616100,31850300,20787110.640209887,68,68,1,30628.52738619129,4660827.094588106,776804.5157646862,5868631.6103528,44832613.262229145,7.639364035585457,7.639364035585457,405.45122410092944,405.45122410092944,13933.947306079315,63.607233270101595
123191000.0,124749448008500,124749480000600,31992100,20261450.13373712,69,69,1,30628.52738619129,4634574.071114227,772429.0118523731,5838003.082966609,45658739.62236044,7.820951611960906,7.820951611960906,413.2721757128903,413.2721757128903,14347.219481792206,62.936627170523465
123191000.0,124749601359300,124749633080800,31721500,19728178.094098676,70,70,1,30628.52738619129,4608321.047640349,768053.5079400601,5807374.555580418,46492477.515657425,8.005765268055926,8.005765268055926,421.27794098094625,421.27794098094625,14768.497422773153,62.259842427078745
123191000.0,124749789217100,124749832939600,43722500,19187905.51658351,71,71,1,30628.52738619129,4582068.02416647,763678.0040277471,5776746.028194226,47333215.94683113,8.193750550191176,8.193750550191176,429.4716915311374,429.4716915311374,15197.969114304291,61.57737501373384
123191000.0,124749925091500,124749934579400,9487900,18641292.472104028,72,72,1,30628.52738619129,4555815.000692592,759302.500115434,5746117.500808035,48180294.844969146,8.384843303011799,8.384843303011799,437.8565348341492,437.8565348341492,15635.82564913844,60.88976074147531
123191000.0,124750084953400,124750148865300,63911900,18089047.2888939,73,73,1,30628.52738619129,4529561.977218714,754926.996203121,5715488.973421844,49033005.88183781,8.578969552710364,8.578969552710364,446.4355043868596,446.4355043868596,16082.2611535253,60.19757459405491
123191000.0,124750236771400,124750248688800,11917400,17531925.32236678,74,74,1,30628.52738619129,4503308.953744835,750551.492290808,5684860.446035652,49890593.70202347,8.776045458919711,8.776045458919711,455.2115498457793,455.2115498457793,16537.47270337108,59.50142972942546
123191000.0,124750388547000,124750452371900,63824900,16970727.282854557,75,75,1,30628.52738619129,4477055.930270957,746175.988378495,5654231.918649461,50752257.59519422,8.975977343235087,8.975977343235087,464.1875271890144,464.1875271890144,17001.660230560094,58.80197612228635
123191000.0,124750548635500,124750580235300,31599800,16406297.094536245,76,76,1,30628.52738619129,4450802.906797078,741800.484466182,5623603.39126327,51617153.637171075,9.17866180203294,9.17866180203294,473.36618899104735,473.36618899104735,17475.02641955114,58.09989882607408
123191000.0,124750692326100,124750756116300,63790200,15839519.263413029,77,77,1,30628.52738619129,4424549.8833232,737424.9805538689,5592974.8638770785,52484397.321952835,9.383985910777076,9.383985910777076,482.75017490182444,482.75017490182444,17957.776594452964,57.39591583642243
123191000.0,124750932683300,124750948216500,15533200,14702642.250636728,79,79,1,30628.52738619129,4372043.836375443,728673.9727292429,5531717.809104696,53353066.701310426,9.591827526325739,9.591827526325739,492.3420024281502,492.3420024281502,18450.118596881115,56.69077554260423
123191000.0,124751064375600,124751095874400,31498800,14134484.142816696,80,80,1,30628.52738619129,4345790.812901565,724298.4688169298,5501089.281718505,54222206.042046204,9.802055692862979,9.802055692862979,502.14405812101313,502.14405812101313,18952.262655002127,55.98525375875981
123191000.0,124751240306700,124751255680200,15373500,13567851.670319669,81,81,1,30628.52738619129,4319537.7894276865,719922.9649046168,5470460.754332313,55090830.00352478,10.014531155966761,10.014531155966761,512.1585892769799,512.1585892769799,19464.421244279107,55.2801503327964
123191000.0,124751408478400,124751423784600,15306200,13003774.813177736,82,82,1,30628.52738619129,4293284.765953808,715547.4609923038,5439832.226946122,55957928.32968033,10.229106987992672,10.229106987992672,522.3876962649725,522.3876962649725,19986.80894054408,54.57628533766239
123191000.0,124751552037000,124751567512600,15475600,12443297.609401284,83,83,1,30628.52738619129,4267031.74247993,711171.9570799908,5409203.699559931,56822471.04048081,10.44562932639937,10.44562932639937,532.8333255913719,532.8333255913719,20519.64226613545,53.87449485718859
123191000.0,124751703819400,124751719897800,16078400,11887472.049833013,84,84,1,30628.52738619129,4240778.719006051,706796.4531676777,5378575.172173739,57683414.0979158,10.66393822488302,10.66393822488302,543.497263816255,543.497263816255,21063.139529951706,53.175626386736205
123191000.0,124751827747900,124751843165600,15417700,11337351.579949632,85,85,1,30628.52738619129,4214525.695532173,702420.9492553647,5347946.644787548,58539705.5111426,10.883868615242186,10.883868615242186,554.3811324314971,554.3811324314971,21617.520662383202,52.480533877359065
123191000.0,124751999529400,124752015186100,15656700,10793984.265514258,86,86,1,30628.52738619129,4188272.6720582945,698045.4453430517,5317318.117401357,59390291.83468452,11.105251375791138,11.105251375791138,565.4863838072882,565.4863838072882,22183.00704619049,51.79007246090662
123191000.0,124752163849200,124752180562900,16713700,10258405.689554583,87,87,1,30628.52738619129,4162019.648584416,693669.9414307387,5286689.5900151655,60234125.00277844,11.327914499916295,11.327914499916295,576.8142983072046,576.8142983072046,22759.821344497694,51.10509290225873
123191000.0,124752307633100,124752331143100,23510000,9731631.65817884,88,88,1,30628.52738619129,4135766.6251105377,689294.4375184256,5256061.062628974,61070169.432396635,11.551684356073844,11.551684356073844,588.3659826632784,588.3659826632784,23348.187327160973,50.426435833464595
123191000.0,124752476798000,124752508391200,31593200,9214650.801913999,89,89,1,30628.52738619129,4109513.6016366594,684918.9336061126,5225432.535242783,61897409.31743091,11.776387028211406,11.776387028211406,600.1423696914898,600.1423696914898,23948.329696852463,49.75492583270619
123191000.0,124752664535200,124752696045300,31510100,8708417.16722174,90,90,1,30628.52738619129,4083260.578162781,680543.4296937996,5194804.007856592,62714856.02735431,12.001849723324476,12.001849723324476,612.1442194148142,612.1442194148142,24560.473916267278,49.0913654184524
123191000.0,124752852338400,124752875886300,23547900,8064682.149790911,91,91,1,30628.52738619129,4057007.5546889026,676167.9257814866,5164175.4804704,63521555.515705094,12.227902230697339,12.227902230697339,624.3721216455115,624.3721216455115,25184.84603791279,48.43652903563971
123191000.0,124753007976800,124753034752700,26775900,7530415.512651345,92,92,1,30628.52738619129,4030754.531215024,671792.4218691735,5133546.953084209,64465756.38679445,12.483262164616125,12.483262164616125,636.8553838101276,636.8553838101276,25821.70142172292,47.67007623382028
123191000.0,124753140439800,124753171686300,31246500,7022867.881483748,93,93,1,30628.52738619129,4004501.507741146,667416.9179568605,5102918.425698018,65300488.87759257,12.720345109215446,12.720345109215446,649.5757289193431,649.5757289193431,26471.27715064226,46.992484128229684
123191000.0,124753319893300,124753320712800,819500,6541322.007771825,94,94,1,30628.52738619129,3978248.4842672674,663041.4140445475,5072289.898311826,66108502.3624187,12.955038048325425,12.955038048325425,662.5307669676685,662.5307669676685,27133.80791760993,46.3365811119167
123191000.0,124753467949800,124753515350800,47401000,6085060.771774832,95,95,1,30628.52738619129,3951995.460793389,658665.9101322345,5041661.370925635,66890514.089789145,13.187439091770333,13.187439091770333,675.7182060594388,675.7182060594388,27809.52612366937,45.70178496011142
123191000.0,124753611734600,124753627340100,15605500,5653361.924288826,96,96,1,30628.52738619129,3925742.4373195106,654290.4062199214,5011032.843539444,67647241.17944469,13.41764870793471,13.41764870793471,689.1358547673735,689.1358547673735,28498.661978436743,45.08751355257715
123191000.0,124753766026200,124753797729800,31703600,5245494.360091949,97,97,1,30628.52738619129,3899489.413845632,649914.9023076084,4980404.3161532525,68379405.88058923,13.64577084517586,13.64577084517586,702.7816256125494,702.7816256125494,29201.44360404929,44.493180605247765
123191000.0,124753907301000,124753951004300,43703300,4860715.740181731,98,98,1,30628.52738619129,3873236.390371754,645539.3983952954,4949775.788767061,69087739.29844463,13.87191378707309,13.87191378707309,716.6535393996226,716.6535393996226,29918.097143448915,43.91819264520571
123191000.0,124754092190400,124754123858500,31668100,4498271.290092805,99,99,1,30628.52738619129,3846983.3668978754,641163.8944829823,4919147.26138087,69772983.7720134,14.096190766934342,14.096190766934342,730.7497301665569,730.7497301665569,30648.846873615472,43.36194708053884
123191000.0,124754237082200,124754252665500,15583300,4157393.6107174237,100,100,1,30628.52738619129,3820730.343423997,636788.3905706693,4888518.733994679,70435894.07576086,14.318720366177565,14.318720366177565,745.0684505327345,745.0684505327345,31393.915324148205,42.82383122487774
123191000.0,124754368995700,124754380584900,11589200,3837303.3467246904,101,101,1,30628.52738619129,3794477.3199501187,632412.8866583563,4857890.206608487,71077237.60879476,14.539626720569736,14.539626720569736,759.6080772533041,759.6080772533041,32153.523401401508,42.30322214382969
123191000.0,124754493553700,124754504531100,10977400,3537210.5663094013,102,102,1,30628.52738619129,3768224.2964762403,628037.3827460433,4827261.679222296,71697793.72644605,14.759039557730457,14.759039557730457,774.3671168110346,774.3671168110346,32927.890518212545,41.79948719756634
123191000.0,124754704616800,124754752240400,47623600,3256316.714882401,103,103,1,30628.52738619129,3741971.273002362,623661.8788337302,4796633.151836105,72298352.36051987,14.977094088706544,14.977094088706544,789.3442108997411,789.3442108997411,33717.234729112286,41.31198516083166
123191000.0,124754894441800,124754907369400,12927600,2993817.0146052875,104,104,1,30628.52738619129,3715718.2495284835,619286.3749214172,4766004.624449913,73442677.61954106,15.40969499751959,15.40969499751959,819.9478366729983,819.9478366729983,35341.72070746076,40.38308186511915
123191000.0,124755035428500,124755079835500,44407000,2748903.1914396933,105,105,1,30628.52738619129,3689465.226054605,614910.8710091042,4735376.097063722,73988057.2963652,15.624536632315897,15.624536632315897,835.5723733053142,835.5723733053142,36177.293080766074,39.94037121513325
123191000.0,124755171272100,124755182980400,11708300,2520766.4216122716,106,106,1,30628.52738619129,3663212.2025807267,610535.3670967912,4704747.569677531,74516659.91985114,15.838609578145466,15.838609578145466,851.4109828834596,851.4109828834596,37028.70406364954,39.5112792981215
123191000.0,124755324281400,124755340353000,16071600,2308600.400016216,107,107,1,30628.52738619129,3636959.1791068483,606159.8631844781,4674119.0422913395,75029291.79510574,16.052071228020115,16.052071228020115,867.4630541114798,867.4630541114798,37896.16711776102,39.09515159783933
123191000.0,124755500203900,124755532109800,31905900,2111604.4439595225,108,108,1,30628.52738619129,3610706.15563297,601784.3592721651,4643490.514905148,75526753.60482098,16.265081916801062,16.265081916801062,883.7281360282808,883.7281360282808,38779.8952537893,38.691338162024024
123191000.0,124755660110200,124755703788600,43678400,1928986.5566809464,109,109,1,30628.52738619129,3584453.1321590915,597408.8553598521,4612861.987518957,76009837.34575808,16.47780435474078,16.47780435474078,900.2059403830216,900.2059403830216,39680.10119417232,38.29919608919639
123191000.0,124755764436600,124755765478600,1042000,1759966.3860222008,110,110,1,30628.52738619129,3558200.108685213,593033.351447539,4582233.460132766,76479323.37007537,16.69040306118743,16.69040306118743,916.896343444209,916.896343444209,40596.99753761653,37.91809193035581
123191000.0,124755947769800,124755967121500,19351700,1603778.024402087,111,111,1,30628.52738619129,3531947.0852113348,588657.847535226,4551604.932746574,76935977.58535403,16.903043810291454,16.903043810291454,933.7993872545005,933.7993872545005,41530.79692487103,37.54740396185271
