currentTimestep,currentTime,totalTimestepsRun,versions,sent_time_ns,recv_time_ns,latency,currentThrust,drag,currentMassFlowRate,currentOxidiserMass,currentFuelMass,currentRocketTotalMass,netThrust,currentAcceleration,currentVelocityDelta,currentVelocity,currentAltitudeDelta,currentAltitude,requiredThrustChange
113,113,113,1,125820237077400,125820249910000,12832600,123191000.0,1874201.7885841182,30628.52738619129,3479441.038263578,579906.8397106,4490347.877974192,77266485.52848905,17.207238198067543,17.207238198067543,958.4824095262704,958.4824095262704,40824.021735505754,37.27911492845333
114,114,114,1,125820386556800,125820402062400,15505600,123191000.0,1697534.2972664651,30628.52738619129,3453188.0147896996,575531.335798287,4459719.350588,77743618.87346525,17.432401629312167,17.432401629312167,975.9148111555826,975.9148111555826,41799.93654666134,36.89180307533403
115,115,115,1,125820542834400,125820575372000,32537600,123191000.0,1535764.3458038396,30628.52738619129,3426934.991315821,571155.8318859739,4429090.823201809,78205854.67858641,17.657315643405806,17.657315643405806,993.5721267989884,993.5721267989884,42793.508673460325,36.516584264608284
116,116,116,1,125820670632500,125820730531800,59899300,123191000.0,1387843.762176079,30628.52738619129,3400681.967841943,566780.3279736609,4398462.295815618,78654241.1158727,17.882213334123318,17.882213334123318,1011.4543401331117,1011.4543401331117,43804.963013593435,36.15260764514234
117,117,117,1,125820854500300,125820886321500,31821200,123191000.0,1252775.2732738687,30628.52738619129,3374428.9443680644,562404.8240613479,4367833.7684294265,79089775.45843346,18.107322680201804,18.107322680201804,1029.5616628133134,1029.5616628133134,44834.52467640675,35.79906368287175
118,118,118,1,125821046385800,125821062280500,15894700,123191000.0,1129612.2726533231,30628.52738619129,3348175.920894186,558029.3201490348,4337205.241043235,79513404.31271254,18.33286641828069,18.33286641828069,1047.894529231594,1047.894529231594,45882.41920563834,35.455183972276764
119,119,119,1,125821181325100,125821209137200,27812100,123191000.0,1017458.4035533539,30628.52738619129,3321922.8974203076,553653.8162367218,4306576.713657044,79926024.03547104,18.55906195331645,18.55906195331645,1066.4535911849105,1066.4535911849105,46948.87279682325,35.120240897897546
120,120,120,1,125821378668500,125821394305800,15637300,123191000.0,822840.0153691822,30628.52738619129,3295669.873946429,549278.3123244088,4275948.186270853,80328481.34547773,18.78612131068266,18.78612131068266,1085.239712495593,1085.239712495593,48034.11250931884,34.793547137796004
121,121,121,1,125821534452100,125821578046200,43594100,123191000.0,738827.5532031452,30628.52738619129,3269416.850472551,544902.8084120958,4245319.658884661,80721574.1309723,19.014251132311582,19.014251132311582,1104.2539636279046,1104.2539636279046,49138.36647294674,34.474455008099376
122,122,122,1,125821682297300,125821729912300,47615000,123191000.0,662726.1641615428,30628.52738619129,3243163.8269986724,540527.3044997827,4214691.13149847,81106052.44679685,19.24365271766921,19.24365271766921,1123.4976163455738,1123.4976163455738,50261.864089292314,34.162355653581145
124,124,124,1,125821859066000,125821873981900,14915900,123191000.0,593877.7728087036,30628.52738619129,3216910.803524794,536151.8005874697,4184062.6041122787,81482619.689497,19.47452210906508,19.47452210906508,1142.9721384546388,1142.9721384546388,51404.83622774695,33.85667809377552
125,125,125,1,125821999413700,125822013740300,14326600,123191000.0,531668.144372205,30628.52738619129,3190657.7800509157,531776.2966751567,4153434.0767260874,81851933.93450838,19.70705021976117,19.70705021976117,1162.6791886744,1162.6791886744,52567.51541642135,33.55688813751948
126,126,126,1,125822149925400,125822208459900,58534500,123191000.0,475525.2817271599,30628.52738619129,3164404.7565770373,527400.7927628437,4122805.549339896,82214609.4166034,19.94142300253933,19.94142300253933,1182.6206116769392,1182.6206116769392,53750.13602809829,33.26248718120366
127,127,127,1,125822358105600,125822364196600,6091000,123191000.0,424917.7214503726,30628.52738619129,3111898.7096292805,518649.7849382176,4061548.4945675135,82571218.13290699,20.177821655790805,20.177821655790805,1202.79843333273,1202.79843333273,54952.934461431025,32.973010907528156
128,128,128,1,125822462076800,125822520636800,58560000,123191000.0,379352.7507669099,30628.52738619129,3085645.686155402,514274.2810259046,4030919.967181322,82922291.54684232,20.416422863780713,20.416422863780713,1223.2148561965107,1223.2148561965107,56176.14931762753,32.68802790232864
129,129,129,1,125822625015000,125822673481400,48466400,123191000.0,338374.5667737954,30628.52738619129,3059392.6626815237,509898.77711359155,4000291.439795131,83268322.37118432,20.6573990674915,20.6573990674915,1243.8722552640022,1243.8722552640022,57420.021572891535,32.407138207186954
130,130,130,1,125822774512100,125822789202200,14690100,123191000.0,301562.3983970396,30628.52738619129,3033139.6392076453,505523.2732012785,3969662.9124089396,83609766.40883596,20.900918762338456,20.900918762338456,1264.7731740263407,1264.7731740263407,58684.794746917876,32.12997182518531
131,131,131,1,125822953731200,125822980309400,26578200,123191000.0,268528.61023748794,30628.52738619129,3006886.615733767,501147.7692889655,3939034.3850227483,83947044.43087126,21.14714681905549,21.14714681905549,1285.9203208453962,1285.9203208453962,59970.715067763274,31.856187196409426
132,132,132,1,125823111024700,125823142716900,31692200,123191000.0,238916.805892894,30628.52738619129,2980633.5922598885,496772.2653766525,3908405.857636557,84280544.07268934,21.39624482414936,21.39624482414936,1307.3165656695455,1307.3165656695455,61278.03163343282,31.585469658749957
133,133,133,1,125823293348800,125823356899900,63551100,123191000.0,212399.94659941996,30628.52738619129,2954380.56878601,492396.76146433945,3877777.3302503657,84610621.73069248,21.648371436495893,21.648371436495893,1328.9649371060414,1328.9649371060414,62606.99657053887,31.317529908278626
134,134,134,1,125823446916400,125823462180000,15263600,123191000.0,188678.49919336705,30628.52738619129,2928127.5453121318,488021.2575520264,3847148.8028641744,84937604.4436445,21.903682756885,21.903682756885,1350.8686198629264,1350.8686198629264,63957.8651904018,31.052102472060056
135,135,135,1,125823606537400,125823665858800,59321400,123191000.0,167478.62551840214,30628.52738619129,2901874.5218382534,483645.7536397134,3816520.275477983,85261791.74470907,22.16233270759693,22.16233270759693,1373.0309525705234,1373.0309525705234,65330.89614297232,30.78894420476409
136,136,136,1,125823774740800,125823789840800,15100000,123191000.0,148550.42354793963,30628.52738619129,2875621.498364375,479270.24972740037,3785891.7480917918,85583457.47204259,22.424473419396172,22.424473419396172,1395.4554259899196,1395.4554259899196,66726.35156896224,30.527832818921357
137,137,137,1,125823973677300,125824046323100,72645800,123191000.0,131666.22869864313,30628.52738619129,2849368.4748904966,474894.74581508734,3755263.2207056005,85902851.52767159,22.690255623650444,22.690255623650444,1418.14568161357,1418.14568161357,68144.49725057582,30.26856545715873
138,138,138,1,125824122692400,125824138233400,15541000,123191000.0,116618.98211131124,30628.52738619129,2823115.451416618,470519.2419027743,3724634.693319409,86220201.57617941,22.959829047610395,22.959829047610395,1441.1055106611805,1441.1055106611805,69585.602761237,30.010957313294465
139,139,139,1,125824254672900,125824286570700,31897800,123191000.0,103220.6710930326,30628.52738619129,2796862.42794274,466143.7379904613,3694006.165933218,86535714.67642528,23.23334281121253,23.23334281121253,1464.3388534723929,1464.3388534723929,71049.94161470939,29.754840307794176
140,140,140,1,125824425183000,125824441408100,16225100,123191000.0,91300.8454650566,30628.52738619129,2770609.4044688614,461768.23407814826,3663377.6385470266,87161964.5203886,23.792787181765647,23.792787181765647,1511.6425864782461,1511.6425864782461,74049.43400048412,29.246483492796873
141,141,141,1,125824578322300,125824610319500,31997200,123191000.0,80705.21225364144,30628.52738619129,2744356.380994983,457392.73016583524,3632749.1111608353,87473026.00725855,24.07901656035552,24.07901656035552,1535.7216030386016,1535.7216030386016,75585.15560352273,28.993980073821504
143,143,143,1,125824795419600,125824795865700,446100,123191000.0,62942.26295004738,30628.52738619129,2718103.3575211046,453017.2262535222,3602120.583774644,87782902.76317073,24.369784609260215,24.369784609260215,1560.091387647862,1560.091387647862,77145.24699117058,28.74243835737129
144,144,144,1,125824931983900,125824945963000,13979100,123191000.0,55535.61451033998,30628.52738619129,2691850.3340472262,448641.7223412092,3571492.0563884526,88091720.66387923,24.665243341730662,24.665243341730662,1584.7566309895926,1584.7566309895926,78730.00362216018,28.49175616410352
145,145,145,1,125825074919300,125825107024500,32105200,123191000.0,48972.238618687734,30628.52738619129,2665597.310573348,444266.21842889616,3540863.5290022613,88399593.16597746,24.96554652330432,24.96554652330432,1609.722177512897,1609.722177512897,80339.72579967308,28.241841395899485
146,146,146,1,125825214914700,125825309367200,94452500,123191000.0,43160.32706468319,30628.52738619129,2639344.2870994695,439890.71451658313,3510235.00161607,88706622.39552766,25.270850058383044,25.270850058383044,1634.99302757128,1634.99302757128,81974.71882724436,27.99261115217211
147,147,147,1,125825374458400,125825406145700,31687300,123191000.0,38017.45030103785,30628.52738619129,2586838.2401517127,431139.7066919571,3448977.9468436874,89012900.16074021,25.58131237540042,25.58131237540042,1660.5743399466803,1660.5743399466803,83635.29316719103,27.743990907825886
148,148,148,1,125825518413800,125825549933700,31519900,123191000.0,33469.68889731434,30628.52738619129,2560585.2166778343,426764.20277964405,3418349.419457496,89318508.89116238,25.897094811203914,25.897094811203914,1686.4714347578843,1686.4714347578843,85321.76460194892,27.495913750872724
149,149,149,1,125825698332600,125825713860900,15528300,123191000.0,29450.832494428178,30628.52738619129,2534332.193203956,422388.698867331,3387720.892071305,89623522.50622465,26.21836199543586,26.21836199543586,1712.68979675332,1712.68979675332,87034.45439870223,27.248319677391493
150,150,150,1,125825821835000,125825837824500,15989500,123191000.0,25901.642909559636,30628.52738619129,2508079.1697300775,418013.194955018,3357092.3646851135,90232022.25952947,26.878027905554216,26.878027905554216,1766.1131068947147,1766.1131068947147,90539.80258458611,26.754371456088943
151,151,151,1,125825957676600,125826001735700,44059100,123191000.0,22769.17790643236,30628.52738619129,2481826.146256199,413637.691042705,3326463.8372989222,90535620.57819113,27.216775833554756,27.216775833554756,1793.3298827282695,1793.3298827282695,92333.13246731438,26.50792624608037
152,152,152,1,125826097580500,125826129534000,31953500,123191000.0,20006.172075078062,30628.52738619129,2455573.1227823207,409262.18713039195,3295835.309912731,90838849.43768103,27.561707699553203,27.561707699553203,1820.8915904278226,1820.8915904278226,94154.02405774221,26.261780943671994
153,153,153,1,125826257387900,125826269606800,12218900,123191000.0,17570.471248705126,30628.52738619129,2429320.0993084423,404886.6832180789,3265206.7825265396,91141750.99216594,27.913010434715137,27.913010434715137,1848.8046008625377,1848.8046008625377,96002.82865860475,26.015901330319636
154,154,154,1,125826393397900,125826422753700,29355800,123191000.0,15424.516914245583,30628.52738619129,2403067.075834564,400511.1793057659,3234578.2551403483,91444362.80015893,28.270876629692534,28.270876629692534,1877.0754774922302,1877.0754774922302,97879.90413609697,25.770256917990004
155,155,155,1,125826545185700,125826591199300,46013600,123191000.0,13534.87713952234,30628.52738619129,2376814.0523606855,396135.67539345287,3203949.727754157,91746718.2935922,28.635504951540874,28.635504951540874,1905.7109824437712,1905.7109824437712,99785.61511854074,25.52482056839201
156,156,156,1,125826683871200,125826712236200,28365000,123191000.0,11871.820636445334,30628.52738619129,2350561.028886807,391760.17148113984,3173321.2003679657,92048847.2037538,29.007100571187113,29.007100571187113,1934.7180830149582,1934.7180830149582,101720.3332015557,25.27956814722358
157,157,157,1,125826837051500,125826838107400,1055900,123191000.0,10408.93069973451,30628.52738619129,2324308.0054129288,387384.6675688268,3142692.6729817744,92350775.94734906,29.385875603205896,29.385875603205896,1964.1039586181641,1964.1039586181641,103684.43716017385,25.034478210787267
158,158,158,1,125826997053500,125827012732400,15678900,123191000.0,9122.75589863811,30628.52738619129,2298054.9819390504,383009.1636565138,3112064.145595583,92652527.9758087,29.772049559755125,29.772049559755125,1993.8760081779192,1993.8760081779192,105678.31316835177,24.7895317224402
159,159,159,1,125827130035900,125827161853200,31817300,123191000.0,7992.494549993868,30628.52738619129,2271801.958465172,378633.65974420076,3081435.618209392,92954124.09081587,30.165849820620654,30.165849820620654,2024.0418579985399,2024.0418579985399,107702.35502635031,24.544711796465755
160,160,160,1,125827275261300,125827292206400,16945100,123191000.0,6999.710160467693,30628.52738619129,2245548.9349912936,374258.15583188774,3050807.0908232005,93255582.72886394,30.567512121423825,30.567512121423825,2054.609370119964,2054.609370119964,109756.96439647027,24.300003467084494
161,161,161,1,125827431154700,125827478886100,47731400,123191000.0,6128.075190257563,30628.52738619129,2219295.911517415,369882.6519195747,3020178.563437009,93556920.21749268,30.977281062157957,30.977281062157957,2085.586651182122,2085.586651182122,111842.55104765239,24.055393480454995
162,162,162,1,125827570858000,125827634733000,63875000,123191000.0,5363.140656905286,30628.52738619129,2193042.888043537,365507.1480072617,2989550.036050818,93858151.00568457,31.39541063834167,31.39541063834167,2116.9820618204635,2116.9820618204635,113959.53310947286,23.810870107650256
163,163,163,1,125827710717400,125827742733700,32016300,123191000.0,4692.12926358996,30628.52738619129,2166789.8645696584,361131.64409494866,2958921.5086646266,94159287.87073642,31.822164797210483,31.822164797210483,2148.804226617674,2148.804226617674,116108.33733609054,23.566422976730102
164,164,164,1,125827894754900,125827926860800,32105900,123191000.0,4103.749899330216,30628.52738619129,2140536.84109578,356756.14018263563,2928292.9812784353,94460342.10375923,32.25781802151494,32.25781802151494,2181.062044639189,2181.062044639189,118289.39938072972,23.322042922162144
165,165,165,1,125828074253200,125828103528800,29275600,123191000.0,3588.0315172647893,30628.52738619129,2114283.8176219016,352380.6362703226,2897664.453892244,94761323.67579982,32.70265594365597,32.70265594365597,2213.764700582845,2213.764700582845,120503.16408131257,23.077721849972953
166,166,166,1,125828207359000,125828251334300,43975300,123191000.0,3136.1745503464786,30628.52738619129,2088030.7941480235,348005.1323580096,2867035.9265060527,95062241.38642529,33.156975993068215,33.156975993068215,2246.921676575913,2246.921676575913,122750.08575788849,22.83345261713495
167,167,167,1,125828359253100,125828375076800,15823700,123191000.0,2740.4181704255334,30628.52738619129,2061777.7706741453,343629.62844569655,2836407.3991198614,95363102.99646373,33.62108807996162,33.62108807996162,2280.5427646558746,2280.5427646558746,125030.62852254437,22.589228923814456
168,168,168,1,125828507422600,125828531044800,23622200,123191000.0,2393.9218361401067,30628.52738619129,2035524.7472002672,339254.1245333835,2805778.87173367,95663915.34645656,34.09531531875373,34.09531531875373,2314.6380799746285,2314.6380799746285,127345.266602519,22.34504521721834
169,169,169,1,125828683146400,125828698918700,15772300,123191000.0,2090.659706828813,30628.52738619129,2009271.723726389,334878.6206210705,2775150.344347479,95964684.46224439,34.579994794771586,34.579994794771586,2349.2180747694,2349.2180747694,129694.48467728839,22.100896605884852
170,170,170,1,125828803097300,125828866710100,63612800,123191000.0,1825.3266235825838,30628.52738619129,1983018.7002525108,330503.1167087575,2744521.8169612875,96265415.64898618,35.07547837807697,35.07547837807697,2384.2935531474773,2384.2935531474773,132078.77823043586,21.8567787833639
171,171,171,1,125828942931400,125828974782600,31851200,123191000.0,1593.2544744686638,30628.52738619129,1956765.6767786327,326127.61279644445,2713893.289575096,96566113.57479383,35.58213358857334,35.58213358857334,2419.8756867360507,2419.8756867360507,134498.6539171719,21.612687960326785
172,172,172,1,125829102744400,125829146508000,43763600,123191000.0,1390.3378689266783,30628.52738619129,1930512.6533047545,321752.1088841314,2683264.762188905,96866782.3450579,36.100344516892804,36.100344516892804,2455.9760312529434,2455.9760312529434,136954.62994842484,21.368620804232528
173,173,173,1,125829254518900,125829302219100,47700200,123191000.0,1212.9681464976475,30628.52738619129,1904259.6298308764,317376.6049718184,2652636.2348027136,97167425.56843887,36.6305128059391,36.6305128059391,2492.6065440588823,2492.6065440588823,139447.23649248373,21.124574385759615
174,174,174,1,125829440712900,125829501989600,61276700,123191000.0,1057.9748376245304,30628.52738619129,1878006.6063569982,313001.10105950537,2622007.7074165223,97468046.41540629,37.17305869838272,37.17305869838272,2529.779602757265,2529.779602757265,141977.016095241,20.88054613128696
175,175,175,1,125829545950100,125829577999800,32049700,123191000.0,922.5737795424885,30628.52738619129,1851753.58288312,308625.59714719234,2591379.180030331,97768647.6701229,37.728422155872444,37.728422155872444,2567.5080249131374,2567.5080249131374,144544.52412015415,20.636533780777082
176,176,176,1,125829713928400,125829741735900,27807500,123191000.0,804.3211685883264,30628.52738619129,1825500.559409242,304250.0932348793,2560750.6526441397,98069231.7763924,38.29706405624835,38.29706405624835,2605.805088969386,2605.805088969386,147150.32920912353,20.392535350478198
177,177,177,1,125829857800700,125829889586700,31786000,123191000.0,701.0729019628315,30628.52738619129,1799247.5359353637,299874.5893225663,2530122.1252579484,98369800.87831756,38.87946747562182,38.87946747562182,2644.6845564450077,2644.6845564450077,149795.01376556855,20.14854909991999
178,178,178,1,125830013592500,125830025579700,11987200,123191000.0,610.948627457309,30628.52738619129,1772994.5124614856,295499.08541025326,2499493.597871757,98670356.8562506,39.47613906283473,39.47613906283473,2684.1606955078423,2684.1606955078423,152479.17446107639,19.904573502731044
179,179,179,1,125830125494100,125830165441400,39947300,123191000.0,532.2999792970614,30628.52738619129,1746741.4889876074,291123.58149794023,2468865.070485566,98970901.3585573,40.08761051453173,40.08761051453173,2724.248306022374,2724.248306022374,155203.42276709876,19.660607220854363
180,180,180,1,125830261417000,125830277433000,16016000,123191000.0,463.68253245246075,30628.52738619129,1720488.4655137293,286748.0775856272,2438236.5430993745,99271435.82966268,40.71444015988432,40.71444015988432,2764.9627461822583,2764.9627461822583,157968.385513281,19.416649081781397
181,181,181,1,125830405553300,125830433164100,27610800,123191000.0,403.8310569108099,30628.52738619129,1694235.442039851,282372.5736733142,2407608.015713183,99571961.53479676,41.35721466490528,41.35721466490528,2806.3199608471637,2806.3199608471637,160774.7054741282,19.172698058464697
182,182,182,1,125830525245400,125830541664300,16418900,123191000.0,351.6376978689062,30628.52738619129,1667982.418565973,277997.06976100116,2376979.488326992,99872479.58181433,42.01655086729771,42.01655086729771,2848.3365117144613,2848.3365117144613,163623.04198584266,18.928753251605773
183,183,183,1,125830691876600,125830740584000,48707400,123191000.0,306.1327479636006,30628.52738619129,1641729.3950920948,273621.56584868813,2346350.9609408006,100172990.94042279,42.69309775390852,42.69309775390852,2891.02960946837,2891.02960946837,166514.07159531102,18.684813874046977
184,184,184,1,125830833111100,125830848766400,15655300,123191000.0,266.46771385680836,30628.52738619129,1615476.3716182166,269246.0619363751,2315722.4335546093,100473496.45911542,43.38753859411798,43.38753859411798,2934.4171480624877,2934.4171480624877,169448.4887433735,18.440879237025907
185,185,185,1,125831005451700,125831037041200,31589500,123191000.0,231.90041206601492,30628.52738619129,1589223.3481443385,264870.5580240621,2285093.906168418,100773996.88007575,44.100593243912144,44.100593243912144,2978.5177413064,2978.5177413064,163805.6561604459,18.19694873807685
186,186,186,1,125831188729600,125831204424500,15694900,123191000.0,331.18834559832123,30628.52738619129,1562970.3246704603,260495.05411174902,2254465.3787822267,101074363.44580077,44.83296323689706,44.83296323689706,3023.350704543297,3023.350704543297,166829.0068649892,17.953126895795336
187,187,187,1,125831328979300,125831392211800,63232500,123191000.0,286.15652512081607,30628.52738619129,1536717.3011965821,256119.55019943597,2223836.8513960354,101374874.33127977,45.58557174175826,45.58557174175826,3068.936276285055,3068.936276285055,169897.94314127427,17.709187902298247
188,188,188,1,125831440481900,125831516377400,75895500,123191000.0,247.22756334550004,30628.52738619129,1510464.277722704,251744.0462871229,2193208.324009844,101675379.11390008,46.359198075633294,46.359198075633294,3115.2954743606883,3115.2954743606883,173013.23861563497,17.46525386278212
189,189,189,1,125831592472300,125831636136800,43664500,123191000.0,213.57748116420248,30628.52738619129,1484211.2542488258,247368.54237480985,2162579.796623653,101975878.61764081,47.1547356434438,47.1547356434438,3162.4502100041323,3162.4502100041323,176175.6888256391,17.221324108383886
190,190,190,1,125831732062000,125831763932000,31870000,123191000.0,184.49302890075526,30628.52738619129,1457958.2307749477,242993.0384624968,2131951.2692374615,102276373.5557516,47.973129138328275,47.973129138328275,3210.4233391424605,3210.4233391424605,179386.11216478157,16.97739806012484
191,191,191,1,125831876187200,125831903863400,27676200,123191000.0,159.3568973539174,30628.52738619129,1431705.2073010695,238617.53455018374,2101322.74185127,102576864.54554169,48.815378286522154,48.815378286522154,3259.2387174289825,3259.2387174289825,182645.35088221057,16.733475216905706
192,192,192,1,125832041717300,125832055957700,14240400,123191000.0,137.63488779446692,30628.52738619129,1405452.1838271914,234242.0306378707,2070694.214465079,102877352.12120977,49.68254192364468,49.68254192364468,3308.921259352627,3308.921259352627,185954.27214156318,16.489555145091956
193,193,193,1,125832189040600,125832204929200,15888600,123191000.0,118.86478432256216,30628.52738619129,1379199.1603533132,229866.52672555763,2040065.6870788876,103177836.7449718,50.57574243734731,50.57574243734731,3359.4970017899745,3359.4970017899745,189313.76914335316,16.24563746948089
194,194,194,1,125832344920800,125832360950500,16029700,123191000.0,102.64670509105278,30628.52738619129,1352946.136879435,225491.02281324458,2009437.1596926963,103478318.81670955,51.49617061552426,51.49617061552426,3410.9931724054986,3410.9931724054986,192724.76231575865,16.001721865469435
195,195,195,1,125832469115900,125832512794200,43678300,123191000.0,88.63473781964241,30628.52738619129,1326693.113405557,221115.51890093152,1978808.632306505,103778798.68233536,52.44509094412555,52.44509094412555,3463.4382633496243,3463.4382633496243,196188.20057910826,15.757808052264076
196,196,196,1,125832625127700,125832656826100,31698400,123191000.0,76.52969027612612,30628.52738619129,1300440.0899316787,216740.01498861847,1948180.1049203137,104079276.64104144,53.423847404138535,53.423847404138535,3516.862110753763,3516.862110753763,199705.06268986204,15.513895786996255
197,197,197,1,125832777777600,125832794806600,17029000,123191000.0,66.07280843661232,30628.52738619129,1274187.0664578006,212364.5110763054,1917551.5775341224,104379752.95158182,54.43386982362638,54.43386982362638,3571.2959805773894,3571.2959805773894,203276.35867043943,15.269984859623007
198,198,198,1,125832921059900,125832966350300,45290400,123191000.0,57.04033425550484,30628.52738619129,1247934.0429839224,207989.00716399236,1886923.050147931,104680227.83771454,55.47668084795923,55.47668084795923,3626.772661425349,3626.772661425349,206903.13133186477,15.026075088509275
199,199,199,1,125833075014800,125833134870600,59855800,123191000.0,49.23879172918926,30628.52738619129,1221681.0195100443,203613.5032516793,1856294.5227617398,104980701.4929156,56.55390359969841,56.55390359969841,3683.3265650250473,3683.3265650250473,210586.45789688983,14.782166316601373
200,200,200,1,125833230991100,125833272981700,41990600,123191000.0,42.50090453384054,30628.52738619129,1195427.996036166,199237.99933936624,1825665.9953755485,105281174.08446133,57.667270109177046,57.667270109177046,3740.9938351342244,3740.9938351342244,214327.45173202406,14.538258408113148
201,201,201,1,125833352953800,125833380914300,27960500,123191000.0,36.68206122902671,30628.52738619129,1169174.972562288,194862.4954270532,1795037.4679893572,105581645.75696318,58.818630607876074,58.818630607876074,3799.8124657421004,3799.8124657421004,218127.26419776617,14.2943512456566
202,202,202,1,125833506803200,125833535881100,29077900,123191000.0,31.65725508325878,30628.52738619129,1142921.9490884098,190486.99151474013,1764408.940603166,105882116.63542786,60.00996378947836,60.00996378947836,3859.8224295315786,3859.8224295315786,221987.08662729774,14.050444727757823
204,204,204,1,125833708272200,125833722657200,14385000,123191000.0,23.57221403093032,30628.52738619129,1116668.9256145316,186111.48760242708,1733780.4132169746,106182586.82790627,61.24338815830076,61.24338815830076,3921.065817689879,3921.065817689879,225908.15244498762,13.806538766706769
205,205,205,1,125833891899700,125833950871700,58972000,123191000.0,20.337883516805793,30628.52738619129,1090415.9021406535,181735.98369011402,1703151.8858307833,106483056.42778598,62.52117460201997,62.52117460201997,3983.586992291899,3983.586992291899,229891.73943727952,13.562633286696286
206,206,206,1,125834080305600,125834106808500,26502900,123191000.0,17.545698672160718,30628.52738619129,1064162.8786667753,177360.47977780097,1672523.358444592,106783525.51577504,63.84576034566193,63.84576034566193,4047.432752637561,4047.432752637561,233939.1721899171,13.318728222211819
207,207,207,1,125834232709100,125834290507100,57798000,123191000.0,15.135392612202928,30628.52738619129,1037909.855192897,172984.9758654879,1641894.8310584007,107083994.16161841,65.21976446724652,65.21976446724652,4112.652517104808,4112.652517104808,238051.8247070219,13.074823516638057
208,208,208,1,125834427583200,125834474855300,47272100,123191000.0,13.054892042801864,30628.52738619129,985403.8082451405,164233.9680408618,1580637.776286018,107384462.42558302,66.64600518290796,66.64600518290796,4179.298522287716,4179.298522287716,242231.12322930963,12.830919121053471
209,209,209,1,125834564123100,125834579681700,15558600,123191000.0,11.259206252195927,30628.52738619129,959150.7847712622,159858.46412854875,1550009.2488998268,107684930.35974212,68.12751914152432,68.12751914152432,4247.42604142924,4247.42604142924,246478.54927073888,12.587014993187717
210,210,210,1,125834704220200,125834715708600,11488400,123191000.0,9.709466274409758,30628.52738619129,932897.7612973839,155482.9602162357,1519380.7215136355,107985398.00908644,69.66758300683229,69.66758300683229,4317.093624436073,4317.093624436073,250795.64289517494,12.343111096519678
211,211,211,1,125834871072400,125834886823200,15750800,123191000.0,8.372094009553937,30628.52738619129,906644.7378235057,151107.45630392263,1488752.1941274442,108285865.41248496,71.26973764982917,71.26973764982917,4388.363362085902,4388.363362085902,255184.00625726083,12.099207399497562
212,212,212,1,125834996348000,125835043799300,47451300,123191000.0,7.218083792146439,30628.52738619129,880391.7143496274,146731.95239160958,1458123.6667412529,108586332.60351577,72.93781532739106,72.93781532739106,4461.301177413293,4461.301177413293,259645.30743467412,11.85530387486442
213,213,213,1,125835156344000,125835183560600,27216600,123191000.0,6.222381245118972,30628.52738619129,854138.6908757491,142356.44847929652,1427495.1393550616,108886799.61118451,74.67597028620666,74.67597028620666,4535.977147699499,4535.977147699499,264181.2845823736,11.611400499075009
214,214,214,1,125835311999100,125835327657700,15658600,123191000.0,5.3633462914911645,30628.52738619129,827885.6674018708,137980.94456698347,1396866.6119688703,109187266.4605456,76.48871330649581,76.48871330649581,4612.465861005995,4612.465861005995,268793.7504433796,11.367497251791447
215,215,215,1,125835452027600,125835467488200,15460600,123191000.0,4.62228895893799,30628.52738619129,801632.6439279926,133605.4406546704,1366238.084582679,109487733.17323908,78.3809507902241,78.3809507902241,4690.846811796219,4690.846811796219,273484.5972551759,11.123594115447489
216,216,216,1,125835624039700,125835639357000,15317300,123191000.0,3.9830681404180197,30628.52738619129,775379.6204541143,129229.93674235737,1335609.5571964877,109788199.76795496,80.35802910697666,80.35802910697666,4771.204840903196,4771.204840903196,278255.80209607905,10.879691074871573
217,217,217,1,125835779774200,125835807206100,27431900,123191000.0,3.431744797795931,30628.52738619129,749126.596980236,124854.43283004433,1304981.0298102964,110088666.26083432,82.42578504148774,82.42578504148774,4853.630625944684,4853.630625944684,283109.43272202375,10.635788116961205
218,218,218,1,125835919521800,125835935292700,15770900,123191000.0,2.9562822420341677,30628.52738619129,722873.5735063577,120478.92891773129,1274352.502424105,110389132.66581619,84.5906033452941,84.5906033452941,4938.221229289978,4938.221229289978,288047.6539513137,10.391885230401419
219,219,219,1,125836067509800,125836098893800,31384000,123191000.0,2.546287116559417,30628.52738619129,696620.5500324795,116103.42500541825,1243723.9750379138,110689598.99493729,86.85948258773045,86.85948258773045,5025.080711877708,5025.080711877708,293072.7346631914,10.14798240542143
220,220,220,1,125836202515400,125836218123600,15608200,123191000.0,2.1927855702540366,30628.52738619129,670367.5265586012,111727.92109310521,1213095.4476517225,110990065.25859095,89.24011073695634,89.24011073695634,5114.320822614664,5114.320822614664,298187.0554858061,9.904079633584473
221,221,221,1,125836344216200,125836355237900,11021700,123191000.0,1.888029850917419,30628.52738619129,644114.5030847229,107352.41718079217,1182466.9202655312,111290531.46575102,91.74095219068231,91.74095219068231,5206.061774805346,5206.061774805346,303393.11726061144,9.660176907606056
222,222,222,1,125836527422500,125836528902300,1479800,123191000.0,1.6253311943873041,30628.52738619129,617861.4796108446,102976.91326847913,1151838.3928793399,111891463.74052247,97.14163413221424,97.14163413221424,5397.574757270169,5397.574757270169,314091.1251410196,9.17237156892754
223,223,223,1,125836679187000,125836710960600,31773600,123191000.0,1.398915442167803,30628.52738619129,591608.4561369664,98601.40935616608,1121209.8654931486,112191929.82059677,100.0632738557386,100.0632738557386,5497.638031125908,5497.638031125908,319588.76317214547,8.9284689461107
