drag,sent_time_ns,recv_time_ns,latency,currentThrust,currentTimestep,currentMassFlowRate,currentOxidiserMass,currentFuelMass,currentRocketTotalMass,netThrust,currentAcceleration,currentVelocityDelta,currentVelocity,currentAltitudeDelta,currentAltitude,requiredThrustChange
1101262.4050605958,351188878084100,351188925757100,47673000,123191000.0,115,30628.52738619129,3426934.991315821,571155.8318859739,4429090.823201809,78640356.61932966,17.755417479219854,17.755417479219854,1003.142560970448,1003.142560970448,45374.77507849238,36.16387835204709
997580.003578969,351188986814600,351189034392100,47577500,123191000.0,116,30628.52738619129,3400681.967841943,566780.3279736609,4398462.295815618,79044504.8744698,17.97094065116054,17.97094065116054,1021.1135016216085,1021.1135016216085,46395.888580113984,35.83581197127241
902638.4976325368,351189128176600,351189144033900,15857300,123191000.0,117,30628.52738619129,3374428.9443680644,562404.8240613479,4367833.7684294265,79439912.2340748,18.187485249155802,18.187485249155802,1039.3009868707643,1039.3009868707643,47435.18956698475,35.51484099157016
815825.9592848872,351189285662800,351189315456000,29793200,123191000.0,118,30628.52738619129,3348175.920894186,558029.3201490348,4337205.241043235,79827190.62608097,18.405214000636043,18.405214000636043,1057.7062008714004,1057.7062008714004,48492.89576785615,35.20046868189968
736558.5517819689,351189424157900,351189455037500,30879600,123191000.0,119,30628.52738619129,3321922.8974203076,553653.8162367218,4306576.713657044,80206923.88724242,18.624287739468265,18.624287739468265,1076.3304886108685,1076.3304886108685,49569.226256467016,34.89222111417033
664280.9677596185,351189579681300,351189611539100,31857800,123191000.0,120,30628.52738619129,3295669.873946429,549278.3123244088,4275948.186270853,80579667.3249233,18.844865235656325,18.844865235656325,1095.1753538465248,1095.1753538465248,50664.401610313544,34.58964751895568
598466.624190169,351189737238700,351189753038800,15800100,123191000.0,121,30628.52738619129,3269416.850472551,544902.8084120958,4245319.658884661,80945947.5221513,19.067103074970234,19.067103074970234,1114.242456921495,1114.242456921495,51778.644067235036,34.29232044374077
538617.6328993763,351189878744600,351189972366300,93621700,123191000.0,122,30628.52738619129,3243163.8269986724,540527.3044997827,4214691.13149847,81306262.36710063,19.291155586576377,19.291155586576377,1133.5336125080714,1133.5336125080714,52912.17767974311,33.99983572898944
484264.5672058568,351190048146300,351190063985900,15839600,123191000.0,123,30628.52738619129,3216910.803524794,536151.8005874697,4184062.6041122787,81661081.28645268,19.51717481621633,19.51717481621633,1153.0507873242877,1153.0507873242877,54065.2284670674,33.71181231871429
434966.0462873573,351190173677600,351190205491300,31813700,123191000.0,124,30628.52738619129,3190657.7800509157,531776.2966751567,4153434.0767260874,82010845.66102973,19.745310542083804,19.745310542083804,1172.7960978663716,1172.7960978663716,55238.02456493377,33.42789192308714
390308.1593407503,351190301319100,351190333676500,32357400,123191000.0,125,30628.52738619129,3164404.7565770373,527400.7927628437,4122805.549339896,82355969.40163486,19.975710330267916,19.975710330267916,1192.7718081966395,1192.7718081966395,56430.796373130404,33.14773855100222
349903.7515561394,351190440820900,351190457235800,16414900,123191000.0,126,30628.52738619129,3138151.733103159,523025.28885053063,4092177.0219537048,82696839.66307801,20.208519626454606,20.208519626454606,1212.980327823094,1212.980327823094,57643.7767009535,32.87103793046731
313391.59345056885,351190581472500,351190644060500,62588000,123191000.0,127,30628.52738619129,3111898.7096292805,518649.7849382176,4061548.4945675135,83033817.67484212,20.44388188049539,20.44388188049539,1233.4242097035894,1233.4242097035894,58877.20091065709,32.59749683431247
280435.454281395,351190705939800,351190753677800,47738000,123191000.0,128,30628.52738619129,3085645.686155402,514274.2810259046,4030919.967181322,83367239.66766983,20.68193870045144,20.68193870045144,1254.1061484040408,1254.1061484040408,60131.30705906113,32.32684232803547
250723.09915703413,351190847446100,351190879255700,31809600,123191000.0,129,30628.52738619129,3059392.6626815237,509898.77711359155,4000291.439795131,83697417.87645273,20.922830032788603,20.922830032788603,1275.0289784368294,1275.0289784368294,61406.33603749796,32.05882095570884
223965.22815169202,351190973028600,351190973522000,493400,123191000.0,130,30628.52738619129,3033139.6392076453,505523.2732012785,3969662.9124089396,84024641.60111661,21.166694365524183,21.166694365524183,1296.1956728023536,1296.1956728023536,62702.53171030031,31.79319787880883
199894.3742725263,351191112608200,351191128398800,15790600,123191000.0,131,30628.52738619129,3006886.615733767,501147.7692889655,3939034.3850227483,84349178.30865431,21.413668951297357,21.413668951297357,1317.6093417536508,1317.6093417536508,64020.141052053965,31.52975598164289
178263.77557723064,351191255096400,351191271458400,16362000,123191000.0,132,30628.52738619129,2980633.5922598885,496772.2653766525,3908405.857636557,84671274.76100814,21.663890047542175,21.663890047542175,1339.273231801193,1339.273231801193,65359.414283855156,31.26829495579373
158846.2351448509,351191410601000,351191426470000,15869000,123191000.0,133,30628.52738619129,2954380.56878601,492396.76146433945,3877777.3302503657,84991158.15509906,21.917493171174858,21.917493171174858,1361.190724972368,1361.190724972368,66720.60500882752,31.008630374703458
125832.53654522392,351191598073300,351191612861600,14788300,123191000.0,135,30628.52738619129,2901874.5218382534,483645.7536397134,3816520.275477983,85309037.26289932,22.17461336545843,22.17461336545843,1383.3653383378264,1383.3653383378264,68103.97034716535,30.750592768222255
111869.61045479098,351191736762500,351191797492100,60729600,123191000.0,136,30628.52738619129,2875621.498364375,479270.24972740037,3785891.7480917918,85625103.56101577,22.43538547696882,22.43538547696882,1405.8007238147952,1405.8007238147952,69509.77107098015,30.494026705671867
99384.01372039867,351191875654900,351191905349900,29695000,123191000.0,137,30628.52738619129,2849368.4748904966,474894.74581508734,3755263.2207056005,85939532.34076473,22.699944440852263,22.699944440852263,1428.5006682556475,1428.5006682556475,70938.27173923579,30.238789894744965
88229.60997646672,351192016139400,351192030693200,14553800,123191000.0,138,30628.52738619129,2823115.451416618,470519.2419027743,3724634.693319409,86252483.79115766,22.96842557282872,22.96842557282872,1451.4690938284762,1451.4690938284762,72389.74083306426,29.984752302394117
78273.30416553562,351192220079000,351192252019300,31940300,123191000.0,139,30628.52738619129,2796862.42794274,466143.7379904613,3694006.165933218,86874526.2080296,23.51769929601145,23.51769929601145,1498.2277579911424,1498.2277579911424,75362.67864975054,29.479810856288527
69394.07338502869,351192363606800,351192394501700,30894900,123191000.0,140,30628.52738619129,2770609.4044688614,461768.23407814826,3663377.6385470266,87183871.29246864,23.798767120019768,23.798767120019768,1522.0265251111623,1522.0265251111623,76884.7051748617,29.228700722886707
61482.042762064666,351192503191700,351192566893200,63701500,123191000.0,141,30628.52738619129,2744356.380994983,457392.73016583524,3632749.1111608353,87492249.17675012,24.084308191817907,24.084308191817907,1546.1108333029802,1546.1108333029802,78430.81600816468,28.978375711902554
54437.608292865516,351192644675600,351192690494800,45819200,123191000.0,142,30628.52738619129,2718103.3575211046,453017.2262535222,3602120.583774644,87799759.46487789,24.374464269842118,24.374464269842118,1570.4852975728222,1570.4852975728222,80001.3013057375,28.728754970023875
48170.60778635257,351192754412400,351192769418000,15005600,123191000.0,143,30628.52738619129,2691850.3340472262,448641.7223412092,3571492.0563884526,88106492.31904292,24.66937933165601,24.66937933165601,1595.1546769044783,1595.1546769044783,81596.45598264199,28.47976530830749
42599.54036035905,351192864114900,351192955611200,91496300,123191000.0,144,30628.52738619129,2665597.310573348,444266.21842889616,3540863.5290022613,88412529.24012744,24.96919989035561,24.96919989035561,1620.123876794834,1620.123876794834,83216.57985943682,28.231340568606925
37650.83434780583,351193003501000,351193052468700,48967700,123191000.0,145,30628.52738619129,2639344.2870994695,439890.71451658313,3510235.00161607,88717943.79979855,25.274075313747904,25.274075313747904,1645.3979521085819,1645.3979521085819,84861.97781154541,27.98342102929715
33258.16297250506,351193158954800,351193174860500,15905700,123191000.0,146,30628.52738619129,2613091.263625591,435515.2106042701,3479606.4742298787,89022802.32483238,25.58415814665803,25.58415814665803,1670.9821102552398,1670.9821102552398,86532.95992180065,27.735952849776055
25908.061176441068,351193349309900,351193364309600,14999700,123191000.0,148,30628.52738619129,2586838.2401517127,431139.7066919571,3448977.9468436874,89327164.53472081,25.899604436864564,25.899604436864564,1696.8817146921044,1696.8817146921044,88229.84163649275,27.48888755288876
22848.688212507783,351193504570300,351193535620000,31049700,123191000.0,149,30628.52738619129,2560585.2166778343,426764.20277964405,3418349.419457496,89631084.13394552,26.220574065295608,26.220574065295608,1723.1022887574,1723.1022887574,89952.94392525015,27.24218154415053
20140.409455664172,351193645084400,351193660270700,15186300,123191000.0,150,30628.52738619129,2534332.193203956,422388.698867331,3387720.892071305,89934609.36056799,26.547231081241932,26.547231081241932,1749.649519838642,1749.649519838642,91702.59344508879,26.995795666430187
17744.439266254612,351193847862400,351193863566300,15703900,123191000.0,151,30628.52738619129,2481826.146256199,413637.691042705,3326463.8372989222,90237783.49298337,26.879744043458107,26.879744043458107,1776.5292638821,1776.5292638821,93479.12270897088,26.749694788593835
15626.055602514387,351194003382600,351194019154300,15771700,123191000.0,152,30628.52738619129,2455573.1227823207,409262.18713039195,3295835.309912731,90540645.31683132,27.218286368130197,27.218286368130197,1803.7475502502302,1803.7475502502302,95282.87025922112,26.503847426491124
13754.206470932797,351194128079900,351194142719700,14639800,123191000.0,153,30628.52738619129,2429320.0993084423,404886.6832180789,3265206.7825265396,90843229.55415359,27.56303668479084,27.56303668479084,1831.310586935021,1831.310586935021,97114.18084615614,26.2582253945876
12101.14981893595,351194298206400,351194330126100,31919700,123191000.0,154,30628.52738619129,2403067.075834564,400511.1793057659,3234578.2551403483,91447686.16725424,28.271904079589603,28.271904079589603,1887.4966702159713,1887.4966702159713,100860.9022825085,25.767559182688476
10642.12471322282,351194409811900,351194457582500,47770600,123191000.0,155,30628.52738619129,2376814.0523606855,396135.67539345287,3203949.727754157,91749611.0460185,28.63640782226985,28.63640782226985,1916.1330780382411,1916.1330780382411,102777.03536054674,25.5224723835195
8220.260138019543,351194566071900,351194581246700,15174800,123191000.0,157,30628.52738619129,2350561.028886807,391760.17148113984,3173321.2003679657,92051363.97271,29.00789367368046,29.00789367368046,1945.1409717119216,1945.1409717119216,104722.17633225866,25.277525166034856
7220.240916526422,351194723050700,351194738746200,15695500,123191000.0,158,30628.52738619129,2298054.9819390504,383009.1636565138,3112064.145595583,92352964.61791077,29.386572034829815,29.386572034829815,1974.5275437467515,1974.5275437467515,106696.70387600541,25.032701562686583
6339.421943902604,351194863560700,351194894198200,30637500,123191000.0,159,30628.52738619129,2271801.958465172,378633.65974420076,3081435.618209392,92654430.49079081,29.77266089515604,29.77266089515604,2004.3002046419076,2004.3002046419076,108701.00408064733,24.787987360447747
5563.965264082728,351195005179500,351195036639000,31459500,123191000.0,160,30628.52738619129,2245548.9349912936,374258.15583188774,3050807.0908232005,92955777.16342196,30.166386282455623,30.166386282455623,2034.4665909243633,2034.4665909243633,110735.47067157169,24.54336991872624
4881.583646072914,351195158586200,351195173294500,14708300,123191000.0,161,30628.52738619129,2219295.911517415,369882.6519195747,3020178.563437009,93257018.47376032,30.56798273292224,30.56798273292224,2065.0345736572854,2065.0345736572854,112800.50524522897,24.298838004594227
4281.375143107105,351195298045700,351195345659700,47614000,123191000.0,162,30628.52738619129,2193042.888043537,365507.1480072617,2989550.036050818,93558166.70903687,30.97769378329944,30.97769378329944,2096.0122674405848,2096.0122674405848,114896.51751266955,24.054381643921335
3753.6740597415437,351195441692500,351195519078300,77385800,123191000.0,163,30628.52738619129,2166789.8645696584,361131.64409494866,2958921.5086646266,93859232.77119836,31.395772487282397,31.395772487282397,2127.4080399278673,2127.4080399278673,117023.92555259741,23.809991987078305
3289.9168848365107,351195596618500,351195628228900,31610400,123191000.0,164,30628.52738619129,2140536.84109578,356756.14018263563,2928292.9812784353,94160226.32594027,31.8224819584468,31.8224819584468,2159.230521886314,2159.230521886314,119183.15607448373,23.565661187959943
2882.521847057389,351195799737300,351195864213200,64475900,123191000.0,165,30628.52738619129,2114283.8176219016,352380.6362703226,2897664.453892244,94762029.18547003,32.702899418938024,32.702899418938024,2224.191517247392,2224.191517247392,123598.83620955958,23.077149154183317
2524.7808459528287,351195941288200,351195972077500,30789300,123191000.0,166,30628.52738619129,2088030.7941480235,348005.1323580096,2867035.9265060527,95062852.78012967,33.15718924247285,33.15718924247285,2257.3487064898645,2257.3487064898645,125856.18491604945,22.83295631975577
2210.762605016546,351196098149400,351196144618500,46469100,123191000.0,167,30628.52738619129,2061777.7706741453,343629.62844569655,2836407.3991198614,95363632.65202914,33.621274814619554,33.621274814619554,2290.969981304484,2290.969981304484,128147.15489735393,22.588798977174353
1935.2259827893527,351196235629200,351196281333300,45704100,123191000.0,168,30628.52738619129,2035524.7472002672,339254.1245333835,2805778.87173367,95664374.04230991,34.095478801292565,34.095478801292565,2325.0654601057768,2325.0654601057768,130472.22035745971,22.344672871955005
1693.54246355747,351196423032700,351196454760100,31727400,123191000.0,169,30628.52738619129,2009271.723726389,334878.6206210705,2775150.344347479,95965081.57948767,34.58013789233172,34.58013789233172,2359.6455979981083,2359.6455979981083,132831.86595545782,22.100574246911165
1481.626930242701,351196610377100,351196641411200,31034100,123191000.0,170,30628.52738619129,1983018.7002525108,330503.1167087575,2744521.8169612875,96265759.34867953,35.07560360925249,35.07560360925249,2394.721201607361,2394.721201607361,135226.58715706517,21.85649978595877
1295.8758984724986,351196799279600,351196846861300,47581700,123191000.0,171,30628.52738619129,1956765.6767786327,326127.61279644445,2713893.289575096,96566410.95336984,35.58224316494363,35.58224316494363,2430.3034447723044,2430.3034447723044,137656.89060183748,21.61244656397802
990.5372703670874,351197001275200,351197015420200,14145000,123191000.0,173,30628.52738619129,1930512.6533047545,321752.1088841314,2683264.762188905,96867039.57046436,36.100440379742444,36.100440379742444,2466.4038851520468,2466.4038851520468,140123.29448698953,21.36841200212324
865.6849086216114,351197173725900,351197203705200,29979300,123191000.0,174,30628.52738619129,1904259.6298308764,317376.6049718184,2652636.2348027136,97167647.99931501,36.63059665870158,36.63059665870158,2503.0344818107483,2503.0344818107483,142626.32896880028,21.124393828027202
756.3851332111773,351197315307200,351197376059400,60752200,123191000.0,175,30628.52738619129,1878006.6063569982,313001.10105950537,2622007.7074165223,97468238.70533529,37.17313203528728,37.17313203528728,2540.2076138460357,2540.2076138460357,145166.5365826463,20.880390040396385
660.7284381340004,351197470404000,351197533222900,62818900,123191000.0,176,30628.52738619129,1851753.58288312,308625.59714719234,2591379.180030331,97768813.85876924,37.728486287222886,37.728486287222886,2577.9361001332586,2577.9361001332586,147744.47268277957,20.636398877540376
577.0355010952791,351197611899800,351197656860500,44960700,123191000.0,177,30628.52738619129,1825500.559409242,304250.0932348793,2560750.6526441397,98069375.36912285,38.29712013071632,38.29712013071632,2616.233220263975,2616.233220263975,150360.70590304353,20.39241878942224
503.8300911000038,351197753644600,351197784492100,30847500,123191000.0,178,30628.52738619129,1799247.5359353637,299874.5893225663,2530122.1252579484,98369924.91571844,38.87951649989604,38.87951649989604,2655.112736763871,2655.112736763871,153015.8186398074,20.148448412856105
439.81506391484,351197894760400,351197910029100,15268700,123191000.0,179,30628.52738619129,1772994.5124614856,295499.08541025326,2499493.597871757,98670463.97478695,39.47618191893024,39.47618191893024,2694.5889186828012,2694.5889186828012,155710.4075584902,19.904486549515017
383.85110897216913,351198035426400,351198050040800,14614400,123191000.0,180,30628.52738619129,1746741.4889876074,291123.58149794023,2468865.070485566,98970993.84347269,40.08764797502988,40.08764797502988,2734.6765666578312,2734.6765666578312,158445.08412514805,19.660532146445203
334.9379455560321,351198208197200,351198254831400,46634200,123191000.0,181,30628.52738619129,1720488.4655137293,286748.0775856272,2438236.5430993745,99271515.66108617,40.71447290134401,40.71447290134401,2775.391039559175,2775.391039559175,161220.47516470723,19.41658427881406
292.19769725616425,351198333628400,351198347609100,13980700,123191000.0,182,30628.52738619129,1694235.442039851,282372.5736733142,2407608.015713183,99572030.42790811,41.357243279659386,41.357243279659386,2816.7482828388347,2816.7482828388347,164037.22344754607,19.172642134646114
254.86020192791318,351198520431600,351198549866300,29434700,123191000.0,183,30628.52738619129,1667982.418565973,277997.06976100116,2376979.488326992,99872539.02181496,42.01657587382423,42.01657587382423,2858.764858712659,2858.764858712659,166895.98830625872,18.92870500132724
222.2500399717784,351198677698100,351198754267800,76569700,123191000.0,184,30628.52738619129,1641729.3950920948,273621.56584868813,2346350.9609408006,100173042.21296883,42.69311960594467,42.69311960594467,2901.4579783186036,2901.4579783186036,169797.4462845773,18.684772253680197
193.77508685737726,351198863904400,351198956639300,92734900,123191000.0,185,30628.52738619129,1615476.3716182166,269246.0619363751,2315722.4335546093,100473540.67678931,43.3875576886663,43.3875576886663,2944.84553600727,2944.84553600727,172742.2918205846,18.440843343434736
169.15098621863672,351199066823300,351199082279300,15456000,123191000.0,186,30628.52738619129,1562970.3246704603,260495.05411174902,2254465.3787822267,100774035.00540097,44.10060992827033,44.10060992827033,2988.9461459355402,2988.9461459355402,175706.23796652013,18.196917789935164
147.4210979702766,351199221077200,351199267607200,46530000,123191000.0,187,30628.52738619129,1536717.3011965821,256119.55019943597,2223836.8513960354,101074525.48316014,44.833035110859235,44.833035110859235,3033.7791810463996,3033.7791810463996,178740.01714756654,17.952995362355903
128.45926816968753,351199361267900,351199390669800,29401900,123191000.0,188,30628.52738619129,1510464.277722704,251744.0462871229,2193208.324009844,101375013.06670693,45.585634127372145,45.585634127372145,3079.3648151737716,3079.3648151737716,181819.3819627403,17.709075284146632
111.91625036266691,351199562394700,351199671722900,109328200,123191000.0,189,30628.52738619129,1484211.2542488258,247368.54237480985,2162579.796623653,101675497.88219526,46.35925222839839,46.35925222839839,3125.72406740217,3125.72406740217,184945.10603014246,17.46515745290219
97.48636112920009,351199719855900,351199797288100,77432200,123191000.0,190,30628.52738619129,1457958.2307749477,242993.0384624968,2131951.2692374615,101975980.27887161,47.15478265268293,47.15478265268293,3172.878850054853,3172.878850054853,188117.9848801973,17.221241585122605
84.90212299678349,351199861423400,351199892979200,31555800,123191000.0,191,30628.52738619129,1431705.2073010695,238617.53455018374,2101322.74185127,102276460.56241937,47.973169949142765,47.973169949142765,3220.8520200039957,3220.8520200039957,191338.8369002013,16.977327432670105
73.92955423003671,351200034951300,351200082409100,47457800,123191000.0,192,30628.52738619129,1405452.1838271914,234242.0306378707,2070694.214465079,102576939.00031604,48.815413718858586,48.815413718858586,3269.667433722854,3269.667433722854,194608.50433392415,16.73341477842047
64.36402924322236,351200253941700,351200299736100,45794400,123191000.0,193,30628.52738619129,1379199.1603533132,229866.52672555763,2040065.6870788876,103177891.24572687,50.5757691525435,50.5757691525435,3369.9257755642484,3369.9257755642484,201297.7801159001,16.24559322862314
56.0266420803099,351200391500100,351200407261700,15761600,123191000.0,194,30628.52738619129,1352946.136879435,225491.02281324458,2009437.1596926963,103478365.43677256,51.49619381608208,51.49619381608208,3421.4219693803307,3421.4219693803307,204719.2020852804,16.001684021744644
48.761013158632885,351200518971200,351200548904500,29933300,123191000.0,195,30628.52738619129,1326693.113405557,221115.51890093152,1978808.632306505,103778838.55606002,52.44511109449483,52.44511109449483,3473.8670804748253,3473.8670804748253,208193.06916575524,15.75777568486333
42.43048637284765,351200674028400,351200705772000,31743600,123191000.0,196,30628.52738619129,1300440.0899316787,216740.01498861847,1948180.1049203137,104079310.74024536,53.42386490724507,53.42386490724507,3527.2909453820703,3527.2909453820703,211720.3601111373,15.513868107048927
36.91566979308697,351200829465800,351200908356700,78890900,123191000.0,197,30628.52738619129,1274187.0664578006,212364.5110763054,1917551.5775341224,104379782.10872045,54.433885029026314,54.433885029026314,3581.7248304110967,3581.7248304110967,215302.08494154838,15.269961191385368
27.929244093807537,351201048964700,351201080680600,31715900,123191000.0,198,30628.52738619129,1247934.0429839224,207989.00716399236,1886923.050147931,104680252.76577015,55.47669405891428,55.47669405891428,3637.201524470011,3637.201524470011,218939.28646601838,15.026054853219675
24.287055670001656,351201208243900,351201222133600,13889700,123191000.0,200,30628.52738619129,1221681.0195100443,203613.5032516793,1856294.5227617398,104980722.80246323,56.55391507931405,56.55391507931405,3693.7554395493253,3693.7554395493253,222633.04190556772,14.782149018626983
21.11630893521656,351201456495900,351201472533200,16037300,123191000.0,201,30628.52738619129,1169174.972562288,194862.4954270532,1795037.4679893572,105281192.29831019,57.66728008572747,57.66728008572747,3751.4227196350525,3751.4227196350525,226384.46462520276,14.538243623064844
18.356433411182984,351201596637300,351201643152700,46515400,123191000.0,202,30628.52738619129,1142921.9490884098,190486.99151474013,1764408.940603166,105581661.32271546,58.818639279423365,58.818639279423365,3810.2413589144758,3810.2413589144758,230194.70598411723,14.294338610194364
15.954578731957255,351201753001600,351201799530800,46529200,123191000.0,203,30628.52738619129,1116668.9256145316,186111.48760242708,1733780.4132169746,105882129.93624954,60.00997132787911,60.00997132787911,3870.251330242355,3870.251330242355,234064.95731435958,14.050433930847595
13.864639637727173,351201922494800,351201958869700,36374900,123191000.0,204,30628.52738619129,1090415.9021406535,181735.98369011402,1703151.8858307833,106182598.19176275,61.24339471268123,61.24339471268123,3931.494724955036,3931.494724955036,237996.4520393146,13.806529542123414
12.046402751413414,351202078998500,351202110560600,31562100,123191000.0,205,30628.52738619129,1064162.8786667753,177360.47977780097,1672523.358444592,106483066.13536038,62.52118030179019,62.52118030179019,3994.015905256826,3994.015905256826,241990.46794457143,13.562625406595958
10.464800136758994,351202204486600,351202250793200,46306600,123191000.0,206,30628.52738619129,1037909.855192897,172984.9758654879,1641894.8310584007,106783533.8072558,63.84576530312977,63.84576530312977,4057.8616705599557,4057.8616705599557,246048.32961513137,13.318721491622112
9.08925645148618,351202359768500,351202375362600,15594100,123191000.0,207,30628.52738619129,1011656.8317190188,168609.47195317486,1611266.3036722094,107084001.24251695,65.21976877988483,65.21976877988483,4123.0814393398405,4123.0814393398405,250171.41105447122,13.074817768735581
7.893118109639156,351202501104900,351202516807000,15702100,123191000.0,208,30628.52738619129,985403.8082451405,164233.9680408618,1580637.776286018,107384468.47171918,66.64600893532067,66.64600893532067,4189.727448275161,4189.727448275161,254361.13850274638,12.830914213116888
6.8531542779058086,351202627729800,351202643550500,15820700,123191000.0,209,30628.52738619129,959150.7847712622,159858.46412854875,1550009.2488998268,107684935.52151605,68.12752240715164,68.12752240715164,4257.854970682312,4257.854970682312,258618.9934734287,12.587010803130052
5.949120773346686,351202769403500,351202784965500,15562000,123191000.0,210,30628.52738619129,932897.7612973839,155482.9602162357,1519380.7215136355,107985402.41513842,69.6675858494295,69.6675858494295,4327.522556531741,4327.522556531741,262946.5160299605,12.343107519917508
5.163379023979539,351202894786200,351202895107300,321100,123191000.0,211,30628.52738619129,906644.7378235057,151107.45630392263,1488752.1941274442,108285869.17283046,71.26974012474902,71.26974012474902,4398.79229665649,4398.79229665649,267345.30832661694,12.099204347046081
4.480563216346588,351203051371400,351203083025900,31654500,123191000.0,212,30628.52738619129,880391.7143496274,146731.95239160958,1458123.6667412529,108586335.81223075,72.93781748269602,72.93781748269602,4471.730114139186,4471.730114139186,271817.03844075615,11.8553012701977
3.8872896008782,351203238456900,351203243817900,5361000,123191000.0,213,30628.52738619129,854138.6908757491,142356.44847929652,1427495.1393550616,109187268.79563725,76.48871494229239,76.48871494229239,4622.894801245112,4622.894801245112,280986.3393283041,11.367495356286376
3.3719026701771937,351203362224900,351203409997000,47772100,123191000.0,214,30628.52738619129,827885.6674018708,137980.94456698347,1396866.6119688703,109487735.1646827,78.38095221587463,78.38095221587463,4701.275753460986,4701.275753460986,285687.6150817651,11.12359249889789
2.924253579364512,351203504738200,351203535433300,30695100,123191000.0,215,30628.52738619129,801632.6439279926,133605.4406546704,1366238.084582679,109788201.46599033,80.35803034983132,80.35803034983132,4781.6337838108175,4781.6337838108175,290469.24886557594,10.879689696495415
2.535506752047767,351203613304800,351203659070200,45765400,123191000.0,216,30628.52738619129,775379.6204541143,129229.93674235737,1335609.5571964877,110088667.7083957,82.42578612530852,82.42578612530852,4864.059569936126,4864.059569936126,295333.30843551207,10.63578694190671
2.1979711197736638,351203768871700,351203799571000,30699300,123191000.0,217,30628.52738619129,749126.596980236,124854.43283004433,1304981.0298102964,110389133.89958987,84.59060429072828,84.59060429072828,4948.650174226854,4948.650174226854,300281.9586097389,10.391884228888582
1.904952885382993,351203878487200,351203957043200,78556000,123191000.0,218,30628.52738619129,722873.5735063577,120478.92891773129,1274352.502424105,110689600.04626665,86.85948341272146,86.85948341272146,5035.509657639575,5035.509657639575,305317.4682673785,10.147981552007334
1.4299255951060763,351204097978200,351204113616200,15638000,123191000.0,219,30628.52738619129,696620.5500324795,116103.42500541825,1243723.9750379138,110990066.15425098,89.24011145710008,89.24011145710008,5124.749769096676,5124.749769096676,310442.2180364752,9.904078906534584
1.2384394200618334,351204223482000,351204271112700,47630700,123191000.0,220,30628.52738619129,670367.5265586012,111727.92109310521,1213095.4476517225,111290532.228611,91.74095281953636,91.74095281953636,5216.490721916212,5216.490721916212,315658.7087583914,9.660176288356286
1.0723335759418473,351204380072900,351204394874700,14801800,123191000.0,221,30628.52738619129,644114.5030847229,107352.41718079217,1182466.9202655312,111590998.27375571,94.37134888196042,94.37134888196042,5310.862070798173,5310.862070798173,320969.57082918956,9.416273693893455
0.9282728418555701,351204535416200,351204566012300,30596100,123191000.0,222,30628.52738619129,617861.4796108446,102976.91326847913,1151838.3928793399,111891464.2935201,97.14163461231425,97.14163461231425,5408.003705410487,5408.003705410487,326377.5745346,9.172371120033043
0.803357069526738,351204691125400,351204720741000,29615600,123191000.0,223,30628.52738619129,591608.4561369664,98601.40935616608,1121209.8654931486,112191930.29123937,100.06327427550177,100.06327427550177,5508.066979685988,5508.066979685988,331885.641514286,8.928468564067694
0.695064808007254,351204847283100,351204862429000,15145900,123191000.0,225,30628.52738619129,565355.4326630881,94225.90544385304,1090581.3381069573,112492396.26981369,103.14902001264683,103.14902001264683,5611.215999698636,5611.215999698636,337496.8575139846,8.684566023643216
0.6012041853738042,351204973939900,351205019781900,45842000,123191000.0,226,30628.52738619129,539102.4091892098,89850.40153154,1059952.810720766,112792862.23176447,106.4130979142982,106.4130979142982,5717.629097612934,5717.629097612934,343214.48661159753,8.440663496712856
0.5198701198081541,351205176347200,351205193559500,17212300,123191000.0,227,30628.52738619129,486596.36224145326,81099.39370691392,998695.7559483834,113393794.11427625,113.54188043644484,113.54188043644484,5941.0424053637225,5941.0424053637225,354983.0295418885,7.952858476450191
0.44940705007482096,351205361715900,351205393615100,31899200,123191000.0,228,30628.52738619129,460343.338767575,76723.88979460088,968067.2285621921,113694260.03839783,117.44459132994369,117.44459132994369,6058.486996693666,6058.486996693666,361041.51653858216,7.708955980227586
0.3883764782566442,351205503271700,351205519075900,15804200,123191000.0,229,30628.52738619129,434090.3152936967,72348.38588228784,937438.7011760008,113994725.95308696,121.6023253681361,121.6023253681361,6180.089322061802,6180.089322061802,367221.60586064396,7.465053491661763
0.33552870752067876,351205661767200,351205691788000,30020800,123191000.0,230,30628.52738619129,407837.29181981843,67972.8819699748,906810.1737898095,114295191.85959327,126.04092362784395,126.04092362784395,6306.130245689646,6306.130245689646,373527.7361063336,7.221151009738315
0.28977823627105725,351205771476100,351205786273400,14797300,123191000.0,231,30628.52738619129,381584.26834594016,63597.37805766176,876181.6464036182,114595657.75900227,130.78984047357358,130.78984047357358,6436.920086163219,6436.920086163219,379964.6561924968,6.977248533576098
0.2501823387137524,351205927085800,351205947495300,20409500,123191000.0,232,30628.52738619129,355331.2448720619,59221.87414534872,845553.1190174269,114896123.6522567,135.88279797935283,135.88279797935283,6572.802884142572,6572.802884142572,386537.4590766394,6.733346062409837
0.21592242184764018,351206113466900,351206128472200,15005300,123191000.0,233,30628.52738619129,329078.2213981836,54846.370233035675,814924.5916312356,115196589.54017517,141.35858792724125,141.35858792724125,6714.1614720698135,6714.1614720698135,393251.6205487092,6.489443595575026
