,currentTimestep,currentTime,totalTimestepsRun,versions,sent_time_ns,recv_time_ns,latency,currentThrust,drag,currentMassFlowRate,currentOxidiserMass,currentFuelMass,currentRocketTotalMass,netThrust,currentAcceleration,currentVelocityDelta,currentVelocity,currentAltitudeDelta,currentAltitude,requiredThrustChange,pressure,temperature,density
86,92,92,92,1,220171429841400,220171476402900,46561500,123191000.0,7530415.512651345,30628.52738619129,4030754.531215024,671792.4218691735,5133546.953084209,64465756.38679445,12.483262164616125,12.483262164616125,636.8553838101276,636.8553838101276,25821.70142172292,47.67007623382028,2.1835528083846047,-54.00311274904848,0.034737370750263834
87,93,93,93,1,220171615299800,220171646892800,31593000,123191000.0,7022867.881483748,30628.52738619129,4004501.507741146,667416.9179568605,5102918.425698018,65300488.87759257,12.720345109215446,12.720345109215446,649.5757289193431,649.5757289193431,26471.27715064226,46.992484128229684,1.974759723236075,-52.06088131957965,0.031139710615601807
88,94,94,94,1,220171755739500,220171819330500,63591000,123191000.0,6541322.007771825,30628.52738619129,3978248.4842672674,663041.4140445475,5072289.898311826,66108502.3624187,12.955038048325425,12.955038048325425,662.5307669676685,662.5307669676685,27133.80791760993,46.3365811119167,1.7839702416280332,-50.07991432634631,0.027881303830658996
89,95,95,95,1,220171960495700,220171975397200,14901500,123191000.0,6085060.771774832,30628.52738619129,3951995.460793389,658665.9101322345,5041661.370925635,66890514.089789145,13.187439091770333,13.187439091770333,675.7182060594388,675.7182060594388,27809.52612366937,45.70178496011142,1.609846736591099,-48.05951689022859,0.024934079038490212
90,96,96,96,1,220172145941100,220172161129200,15188100,123191000.0,5653361.924288826,30628.52738619129,3925742.4373195106,654290.4062199214,5011032.843539444,67647241.17944469,13.41764870793471,13.41764870793471,689.1358547673735,689.1358547673735,28498.661978436743,45.08751355257715,1.4511300758840566,-45.99900068447414,0.022271873427610434
91,97,97,97,1,220172302921100,220172334574100,31653000,123191000.0,5245494.360091949,30628.52738619129,3899489.413845632,649914.9023076084,4980404.3161532525,68379405.88058923,13.64577084517586,13.64577084517586,702.7816256125494,702.7816256125494,29201.44360404929,44.493180605247765,1.3066366370147684,-43.89768362389263,0.019870339189049364
92,98,98,98,1,220172491379500,220172584699900,93320400,123191000.0,4860715.740181731,30628.52738619129,3873236.390371754,645539.3983952954,4949775.788767061,69087739.29844463,13.87191378707309,13.87191378707309,716.6535393996226,716.6535393996226,29918.097143448915,43.91819264520571,1.1752553843729319,-41.75488954108775,0.017706852774470844
93,99,99,99,1,220172677706000,220172741203600,63497600,123191000.0,4498271.290092805,30628.52738619129,3846983.3668978754,641163.8944829823,4919147.26138087,69772983.7720134,14.096190766934342,14.096190766934342,730.7497301665569,730.7497301665569,30648.846873615472,43.36194708053884,1.055944990159661,-39.56994784788975,0.01576042662878936
94,100,100,100,1,220172866028000,220173022401200,156373200,123191000.0,4157393.6107174237,30628.52738619129,3820730.343423997,636788.3905706693,4888518.733994679,70435894.07576086,14.318720366177565,14.318720366177565,745.0684505327345,745.0684505327345,31393.915324148205,42.82383122487774,0.9477309864006713,-37.34219318079687,0.0140116231836844
95,101,101,101,1,220173084219600,220173099095700,14876100,123191000.0,3837303.3467246904,30628.52738619129,3794477.3199501187,632412.8866583563,4857890.206608487,71697793.72644605,14.759039557730457,14.759039557730457,774.3671168110346,774.3671168110346,32927.890518212545,41.79948719756634,0.8497029400845528,-35.0709650298095,0.012442470990199598
96,103,103,103,1,220173350494200,220173382235100,31740900,123191000.0,3256316.714882401,30628.52738619129,3741971.273002362,623661.8788337302,4796633.151836105,72298352.36051987,14.977094088706544,14.977094088706544,789.3442108997411,789.3442108997411,33717.234729112286,41.31198516083166,0.6808663466919908,-30.395468159954277,0.009778076593366509
97,104,104,104,1,220173490972000,220173505662900,14690900,123191000.0,2993817.0146052875,30628.52738619129,3715718.2495284835,619286.3749214172,4766004.624449913,72879712.0656054,15.19393077573751,15.19393077573751,804.5381416754786,804.5381416754786,34521.77287078776,40.84006780884529,0.6085319510688431,-27.989899116344603,0.008653496630498032
98,105,105,105,1,220173631592400,220173724996700,93404300,123191000.0,2748903.1914396933,30628.52738619129,3689465.226054605,614910.8710091042,4735376.097063722,73442677.61954106,15.40969499751959,15.40969499751959,819.9478366729983,819.9478366729983,35341.72070746076,40.38308186511915,0.5433263062599324,-25.538255084692338,0.007649739557437447
99,106,106,106,1,220173818649400,220173880508700,61859300,123191000.0,2520766.4216122716,30628.52738619129,3663212.2025807267,610535.3670967912,4704747.569677531,74516659.91985114,15.838609578145466,15.838609578145466,851.4109828834596,851.4109828834596,37028.70406364954,39.5112792981215,0.48461747755617207,-23.03989368850945,0.006754980708067942
100,107,107,107,1,220173975248500,220173991084500,15836000,123191000.0,2308600.400016216,30628.52738619129,3636959.1791068483,606159.8631844781,4674119.0422913395,75029291.79510574,16.052071228020115,16.052071228020115,867.4630541114798,867.4630541114798,37896.16711776102,39.09515159783933,0.4318210733413338,-20.494174849687894,0.0059584036780099955
101,108,108,108,1,220174146534800,220174209325400,62790600,123191000.0,2111604.4439595225,30628.52738619129,3610706.15563297,601784.3592721651,4643490.514905148,75526753.60482098,16.265081916801062,16.265081916801062,883.7281360282808,883.7281360282808,38779.8952537893,38.691338162024024,0.34184994003118124,-15.258113191170011,0.004621165147375826
102,109,109,109,1,220174334969300,220174366980500,32011200,123191000.0,1928986.5566809464,30628.52738619129,3584453.1321590915,597408.8553598521,4612861.987518957,76009837.34575808,16.47780435474078,16.47780435474078,900.2059403830216,900.2059403830216,39680.10119417232,38.29919608919639,0.30372070779070925,-12.566497429424771,0.004063312993463742
103,110,110,110,1,220174458676800,220174459010800,334000,123191000.0,1759966.3860222008,30628.52738619129,3558200.108685213,593033.351447539,4582233.460132766,76479323.37007537,16.69040306118743,16.69040306118743,916.896343444209,916.896343444209,40596.99753761653,37.91809193035581,0.26958991170300406,-9.824977362526582,0.003569138733562245
104,111,111,111,1,220174614030400,220174645860000,31829600,123191000.0,1603778.024402087,30628.52738619129,3531947.0852113348,588657.847535226,4551604.932746574,76935977.58535403,16.903043810291454,16.903043810291454,933.7993872545005,933.7993872545005,41530.79692487103,37.54740396185271,0.2390725079582233,-7.03291719463563,0.0031319003926493145
105,112,112,112,1,220174772493500,220174787415500,14922000,123191000.0,1459672.6066226522,30628.52738619129,3505694.0617374564,584282.343622913,4520976.405360383,77380548.85679199,17.11589309889878,17.11589309889878,950.9152803533993,950.9152803533993,42481.71220522443,37.18652429415136,0.21181610476907167,-4.189680506378963,0.0027454969166003517
106,113,113,113,1,220174927004400,220174943082600,16078200,123191000.0,1326920.6719020947,30628.52738619129,3479441.038263578,579906.8397106,4490347.877974192,77813766.64517108,17.329117645173753,17.329117645173753,968.244397998573,968.244397998573,43449.95660322301,36.834860789204505,0.1874987381771465,-1.2946297563632072,0.0024044168786713444
107,114,114,114,1,220175068509100,220175146172100,77663000,123191000.0,1204814.2657456826,30628.52738619129,3453188.0147896996,575531.335798287,4459719.350588,78236338.90498604,17.542883924897833,17.542883924897833,985.7872819234709,985.7872819234709,44435.743885146476,36.49183876664201,0.16582673596125633,1.6528742165879464,0.002103690084006329
108,115,115,115,1,220175256299900,220175287072200,30772300,123191000.0,1092668.7657307866,30628.52738619129,3426934.991315821,571155.8318859739,4429090.823201809,78648950.25865947,17.757357750863143,17.757357750863143,1003.544639674334,1003.544639674334,45439.28852482081,36.15690248584761,0.1465326732855667,4.653472689214226,0.0018388420521864156
109,116,116,116,1,220175472675000,220175487516500,14841500,123191000.0,895647.6173467886,30628.52738619129,3400681.967841943,566780.3279736609,4398462.295815618,79052260.4551317,17.972703899345994,17.972703899345994,1021.51734357368,1021.51734357368,46460.80586839449,35.82951639719485,0.12937342284186243,7.707809546499533,0.0016058513399122263
110,117,117,117,1,220175629257700,220175676881300,47623600,123191000.0,809531.8319463183,30628.52738619129,3374428.9443680644,562404.8240613479,4367833.7684294265,79446903.11436054,18.189085786322824,18.189085786322824,1039.7064293600029,1039.7064293600029,47500.512297754496,35.5091661611964,0.11412830136423942,10.816531770285934,0.001401109649362523
111,118,118,118,1,220175740890100,220175788460400,47570300,123191000.0,730898.3540795641,30628.52738619129,3348175.920894186,558029.3201490348,4337205.241043235,79833484.75341955,18.406665194893353,18.406665194893353,1058.1130945548962,1058.1130945548962,48558.62539230939,35.19535943906653,0.10059731354656894,13.980289923005074,0.0012213846528683037
112,119,119,119,1,220175882778000,220175927933800,45155800,123191000.0,659196.7180523444,30628.52738619129,3321922.8974203076,553653.8162367218,4306576.713657044,80212584.08494483,18.62560205431246,18.62560205431246,1076.7386966092085,1076.7386966092085,49635.3640889186,34.88762646220517,0.0885994935894603,17.199738625866615,0.0010637854514615273
113,120,120,120,1,220176069690300,220176115345200,45654900,123191000.0,593904.9050676101,30628.52738619129,3295669.873946429,549278.3123244088,4275948.186270853,80584751.57463059,18.846054270108052,18.846054270108052,1095.5847508793165,1095.5847508793165,50730.948839797915,34.58552039139987,0.07797134385689145,20.475537030995753,0.0009257305737010274
114,121,121,121,1,220176223150400,220176244384000,21233600,123191000.0,534529.3195337817,30628.52738619129,3269416.850472551,544902.8084120958,4245319.658884661,80950509.24127387,19.068177603978434,19.068177603978434,1114.652928483295,1114.652928483295,51845.60176828121,34.288617479139006,0.06856536944242188,23.80834928716081,0.000804918411976823
115,122,122,122,1,220176381655200,220176397327300,15672100,123191000.0,480604.56229963177,30628.52738619129,3243163.8269986724,540527.3044997827,4214691.13149847,81310350.68046622,19.29212560151651,19.29212560151651,1133.9450540848115,1133.9450540848115,52979.54682236602,33.99651705038013,0.06024870683709881,27.198844998874392,0.0006992999862228096
116,124,124,124,1,220176492227100,220176506457100,14230000,123191000.0,431693.0224012137,30628.52738619129,3216910.803524794,536151.8005874697,4184062.6041122787,81664741.2913589,19.518049565294564,19.518049565294564,1153.4631036501062,1153.4631036501062,54133.00992601613,33.70884131847383,0.05290184435927387,30.64769967878823,0.0006070539195559998
117,125,125,125,1,220176678722300,220176787155000,108432700,123191000.0,387384.30933757924,30628.52738619129,3164404.7565770373,527400.7927628437,4122805.549339896,82014118.68491587,19.746098570453988,19.746098570453988,1173.2092022205602,1173.2092022205602,55306.21912823669,33.4252350537654,0.04641743155167095,34.1555951934277,0.0005265635067013601
118,126,126,126,1,220176881988000,220176897795600,15807600,123191000.0,347294.5478221976,30628.52738619129,3138151.733103159,523025.28885053063,4092177.0219537048,82699448.86681196,20.20915723419248,20.20915723419248,1213.3947789744227,1213.3947789744227,57712.79952895134,32.86891991556854,0.04069917437230071,37.72322020243098,0.0004563957540210956
119,127,127,127,1,220177038359300,220177054245700,15886400,123191000.0,311065.556465723,30628.52738619129,3111898.7096292805,518649.7849382176,4061548.4945675135,83036143.71182697,20.44445457758074,20.44445457758074,1233.8392335520034,1233.8392335520034,58946.638762503346,32.59560867934592,0.03566081270072666,41.351270591564514,0.000395282269394291
120,129,129,129,1,220177271691400,220177287525900,15834500,123191000.0,248880.05162577258,30628.52738619129,3059392.6626815237,509898.77711359155,4000291.439795131,83369311.1909412,20.682452608762254,20.682452608762254,1254.5216861607657,1254.5216861607657,60201.16044866411,32.3251607739679,0.02732331637256276,48.791469741505665,0.0002958648653182053
121,130,130,130,1,220177459210800,220177490672400,31461600,123191000.0,222327.03247397102,30628.52738619129,3033139.6392076453,505523.2732012785,3969662.9124089396,83699260.92398399,20.923290761102777,20.923290761102777,1275.4449769218686,1275.4449769218686,61476.60542558598,32.057324866277575,0.023893705650187568,52.60505022250206,0.00025569866962281667
122,131,131,131,1,220177600667400,220177616369900,15702500,123191000.0,198439.63027575074,30628.52738619129,3006886.615733767,501147.7692889655,3939034.3850227483,84026279.79679434,21.167107044311745,21.167107044311745,1296.6120839661803,1296.6120839661803,62773.21750955216,31.79186807738038,0.0208815080777336,56.48192035356095,0.00022083501363880028
123,132,132,132,1,220177816737900,220177832675600,15937700,123191000.0,176973.12708977357,30628.52738619129,2980633.5922598885,496772.2653766525,3908405.857636557,84672565.4094956,21.664220271304618,21.664220271304618,1339.6903425036587,1339.6903425036587,65430.93397428817,31.267247274966834,0.01591950434741871,64.42849258312162,0.00016439498079873422
124,134,134,134,1,220178051618100,220178081976600,30358500,123191000.0,140419.7960907181,30628.52738619129,2928127.5453121318,488021.2575520264,3847148.8028641744,84992302.18933578,21.917788194364505,21.917788194364505,1361.6081306980232,1361.6081306980232,66792.54210498619,31.007701707644404,0.013887745478099902,68.49970089390871,0.0001417045249740879
125,135,135,135,1,220178191908200,220178207581300,15673100,123191000.0,124936.0040969515,30628.52738619129,2901874.5218382534,483645.7536397134,3816520.275477983,85310050.44781172,22.1748767254074,22.1748767254074,1383.7830074234305,1383.7830074234305,68176.32511240963,30.749770317789675,0.012108433240279196,72.63721208610477,0.00012207065579733666
126,136,136,136,1,220178397052500,220178412700800,15648300,123191000.0,111076.96346927344,30628.52738619129,2875621.498364375,479270.24972740037,3785891.7480917918,85626000.09346403,22.43562038531033,22.43562038531033,1406.2186278087408,1406.2186278087408,69582.54374021837,30.49329894759842,0.010551260248515916,76.84180578325294,0.00010509400876125224
127,137,137,137,1,220178538543800,220178615977500,77433700,123191000.0,98683.78659541806,30628.52738619129,2849368.4748904966,474894.74581508734,3755263.2207056005,85940324.98775026,22.70015380948673,22.70015380948673,1428.9187816182275,1428.9187816182275,71011.4625218366,30.23814646544775,0.00918939614993742,81.11427294029141,9.042538550423116e-05
128,138,138,138,1,220178694141300,220178709654500,15513200,123191000.0,87611.51944138424,30628.52738619129,2823115.451416618,470519.2419027743,3724634.693319409,86253184.01828264,22.968612038352926,22.968612038352926,1451.8873936565803,1451.8873936565803,72463.34991549318,29.98418389469796,0.007999112996228635,85.45541624732459,7.775977517257186e-05
129,139,139,139,1,220178851620800,220178883214500,31593700,123191000.0,77728.13921464389,30628.52738619129,2796862.42794274,466143.7379904613,3694006.165933218,86564722.1390952,23.241130813274033,23.241130813274033,1475.1285244698545,1475.1285244698545,73938.47843996303,29.731293569258142,0.006959447383977101,89.86605053548945,6.683103724965789e-05
130,140,140,140,1,220179004994500,220179019672900,14678400,123191000.0,68913.59379376775,30628.52738619129,2770609.4044688614,461768.23407814826,3663377.6385470266,86875071.37298049,23.517846876964597,23.517846876964597,1498.646371346819,1498.646371346819,75437.12481130986,29.479368319941806,0.006051896281022053,94.34700318581648,5.7407180628181155e-05
131,141,141,141,1,220179160682100,220179191113300,30431200,123191000.0,61058.88574911566,30628.52738619129,2744356.380994983,457392.73016583524,3632749.1111608353,87184351.7720599,23.798898277557612,23.798898277557612,1522.4452696243766,1522.4452696243766,76959.57008093424,29.228310694726154,0.005260143637660274,98.89911454199336,4.9286178899936696e-05
132,142,142,142,1,220179315242800,220179329924200,14681400,123191000.0,54065.202879420125,30628.52738619129,2718103.3575211046,453017.2262535222,3602120.583774644,87492672.33376308,24.08442467578088,24.08442467578088,1546.5296943001574,1546.5296943001574,78506.0997752344,28.978032215208028,0.004569815064021312,103.52323832795085,4.229226681624427e-05
133,143,143,143,1,220179473717500,220179519210100,45492600,123191000.0,47843.096398552414,30628.52738619129,2691850.3340472262,448641.7223412092,3571492.0563884526,87800131.87029134,24.374567654891226,24.374567654891226,1570.9042619550487,1570.9042619550487,80077.00403718944,28.728452670819024,0.003968258036278427,108.22024207119642,3.6272667605893874e-05
134,144,144,144,1,220179645062100,220179660859700,15797600,123191000.0,42311.70722119028,30628.52738619129,2665597.310573348,444266.21842889616,3540863.5290022613,88106819.83043073,24.66947103321453,24.66947103321453,1595.5737329882631,1595.5737329882631,81672.57777017771,28.479499451720717,0.003444345272637809,112.99100753283136,3.109470530957271e-05
135,145,145,145,1,220179850501700,220179866080200,15578500,123191000.0,37398.04020983376,30628.52738619129,2639344.2870994695,439890.71451658313,3510235.00161607,88412817.07326661,24.96928117932278,24.96928117932278,1620.5430141675859,1620.5430141675859,83293.1207843453,28.231106920743713,0.002988299093640101,117.83643114519245,2.6643260489624027e-05
136,146,146,146,1,220180007914800,220180130197200,122282400,123191000.0,33036.285751983516,30628.52738619129,2613091.263625591,435515.2106042701,3479606.4742298787,88718196.59393652,25.274147330048194,25.274147330048194,1645.817161497634,1645.817161497634,84938.93794584293,27.983215824259467,0.0025915347489357905,122.75742445807037,2.2818531597019995e-05
137,147,147,147,1,220180193254200,220180239758800,46504600,123191000.0,29167.187627979933,30628.52738619129,2586838.2401517127,431139.7066919571,3448977.9468436874,89023024.2020529,25.584221911690705,25.584221911690705,1671.4013834093248,1671.4013834093248,86610.33932925225,27.73577274147226,0.0022465208533730026,127.75491459446422,1.953406792365515e-05
138,148,148,148,1,220180382604700,220180443148200,60543500,123191000.0,25737.455799361986,30628.52738619129,2560585.2166778343,426764.20277964405,3418349.419457496,89327359.15383543,25.899660864918797,25.899660864918797,1697.3010442742436,1697.3010442742436,88307.64037352649,27.488729571287326,0.0019466552282389063,132.82984471684418,1.6715043441475228e-05
139,149,149,149,1,220180536942500,220180552781100,15838600,123191000.0,22699.222486851453,30628.52738619129,2534332.193203956,422388.698867331,3387720.892071305,89934758.82629365,26.547275201088407,26.547275201088407,1750.0689434493281,1750.0689434493281,91781.23098522406,26.99567433798439,0.0016861545883245649,137.98317450490643,1.4296743937646856e-05
140,150,150,150,1,220180676383000,220180692401000,16018000,123191000.0,20009.53970852893,30628.52738619129,2508079.1697300775,418013.194955018,3357092.3646851135,90237914.3627305,26.879783026522293,26.879783026522293,1776.9487264758504,1776.9487264758504,93558.17971169991,26.749588555389188,0.0014599566518360796,143.2158806458199,1.2223242706518094e-05
141,151,151,151,1,220180833966500,220180849816600,15850100,123191000.0,17629.916304971997,30628.52738619129,2481826.146256199,413637.691042705,3326463.8372989222,90540759.8397926,27.21832079596915,27.21832079596915,1804.1670472718197,1804.1670472718197,95362.34675897173,26.503754462750855,0.0012636333779143319,148.52895733798275,1.0446242665908041e-05
142,152,152,152,1,220181021397900,220181052105900,30708000,123191000.0,15525.892381979264,30628.52738619129,2455573.1227823207,409262.18713039195,3295835.309912731,90843329.71737413,27.56306707563599,27.56306707563599,1831.7301143474556,1831.7301143474556,97194.0768733192,26.258144087332575,0.0010933141556542867,153.92341680932546,8.92406514001954e-06
143,153,153,153,1,220181194728700,220181242513200,47784500,123191000.0,13666.649046317021,30628.52738619129,2429320.0993084423,404886.6832180789,3265206.7825265396,91145654.81436832,27.91420601663763,27.91420601663763,1859.6443203640931,1859.6443203640931,99053.72119368329,26.012732411971392,0.0009456178791474101,159.40028985122441,7.620767707563197e-06
144,154,154,154,1,220181334273500,220181381233300,46959800,123191000.0,12024.651289524996,30628.52738619129,2403067.075834564,400511.1793057659,3234578.2551403483,91447762.66578366,28.271927729822615,28.271927729822615,1887.9162480939158,1887.9162480939158,100941.6374417772,25.76749708518994,0.0008175929454157674,164.96062636911304,6.505375465589991e-06
145,155,155,155,1,220181489805700,220181536435600,46629900,123191000.0,10575.321883515919,30628.52738619129,2376814.0523606855,396135.67539345287,3203949.727754157,91749677.84884821,28.636428672419004,28.636428672419004,1916.5526767663348,1916.5526767663348,102858.19011854354,25.52241815648204,0.0007066643064418624,170.60549595091382,5.551211821281344e-06
146,156,156,156,1,220181679089100,220181709955700,30866600,123191000.0,9296.744184385267,30628.52738619129,2350561.028886807,391760.17148113984,3173321.2003679657,92051422.28020586,29.007912047961593,29.007912047961593,1945.5605888142964,1945.5605888142964,104803.75070735783,25.277477835064364,0.0006105867931594933,176.3359884544452,4.735316509707532e-06
147,157,157,157,1,220181834607200,220181850573600,15966400,123191000.0,8169.391792889992,30628.52738619129,2324308.0054129288,387384.6675688268,3142692.6729817744,92353015.4862559,29.3865882210594,29.3865882210594,1974.9471770353557,1974.9471770353557,106778.69788439319,25.032660270428927,0.0005274040086301284,182.15321461499988,4.0379399591953365e-06
148,158,158,158,1,220182036940900,220182037537900,597000,123191000.0,7175.883087385135,30628.52738619129,2298054.9819390504,383009.1636565138,3112064.145595583,92654474.84861995,29.77267514866338,29.77267514866338,2004.7198521840191,2004.7198521840191,108783.4177365772,24.787951353085898,0.00039312826550663287,194.05241903236586,2.93322325804965e-06
149,160,160,160,1,220182209206800,220182224333500,15126700,123191000.0,5530.280286719239,30628.52738619129,2271801.958465172,378633.65974420076,3081435.618209392,92955815.82664183,30.166398829600737,30.166398829600737,2034.8862510136198,2034.8862510136198,110818.30398759083,24.54333853394986,0.00033926223026316076,200.1367289228966,2.4987713665063137e-06
150,161,161,161,1,220182395959300,220182425690900,29731600,123191000.0,4852.2483625493005,30628.52738619129,2219295.911517415,369882.6519195747,3020178.563437009,93257052.15873769,30.567993774255356,30.567993774255356,2065.4542447878753,2065.4542447878753,112883.7582323787,24.29881066089431,0.00029269234372243387,206.31243711481235,2.1279994801300136e-06
151,162,162,162,1,220182537482900,220182646963400,109480500,123191000.0,4255.838416036134,30628.52738619129,2193042.888043537,365507.1480072617,2989550.036050818,93558196.04432039,30.977703496395172,30.977703496395172,2096.43194828427,2096.43194828427,114980.19018066298,24.054357831075006,0.0002524437946421586,212.5807686401823,1.8116873181962403e-06
152,163,163,163,1,220182676937100,220182708687200,31750100,123191000.0,3731.4529337450062,30628.52738619129,2166789.8645696584,361131.64409494866,2958921.5086646266,93859258.30792543,31.395781029279274,31.395781029279274,2127.8277293135493,2127.8277293135493,117108.01790997652,23.809971257701104,0.00021766984850257322,218.9429735508298,1.541930121213194e-06
153,164,164,164,1,220182818645000,220182849132600,30487600,123191000.0,3270.588410204884,30628.52738619129,2140536.84109578,356756.14018263563,2928292.9812784353,94160248.54706627,31.822489468320224,31.822489468320224,2159.6502187818696,2159.6502187818696,119267.66812875839,23.565643150013987,0.00018763536967513348,225.40032770498757,1.311954310663445e-06
154,165,165,165,1,220182976006800,220183067394800,91388000,123191000.0,2865.7158435642596,30628.52738619129,2114283.8176219016,352380.6362703226,2897664.453892244,94461175.26524836,32.258102542734115,32.258102542734115,2191.9083213246035,2191.9083213246035,121459.576450083,23.32136660531341,0.00016170240708164062,231.95413358574817,1.1159584028280796e-06
155,166,166,166,1,220183115238200,220183269372700,154134500,123191000.0,2510.1735049914773,30628.52738619129,2088030.7941480235,348005.1323580096,2867035.9265060527,94762045.99147353,32.70290521878261,32.70290521878261,2224.6112265433862,2224.6112265433862,123684.18767662639,23.07713551195012,0.0001393175940314814,238.6057211531129,9.489758159158593e-07
156,167,167,167,1,220183299532400,220183407396000,107863600,123191000.0,2198.07083828258,30628.52738619129,2061777.7706741453,343629.62844569655,2836407.3991198614,95062867.38747063,33.15719433740062,33.15719433740062,2257.768420880787,2257.768420880787,125941.95609750718,22.832944462281635,0.00012000114158773243,245.35644873154646,8.067566400661228e-07
157,168,168,168,1,220183455542400,220183503102000,47559600,123191000.0,1924.2024349491603,30628.52738619129,2035524.7472002672,339254.1245333835,2805778.87173367,95363645.34379587,33.621279289211856,33.621279289211856,2291.389700169999,2291.389700169999,128233.34579767718,22.58878867466303,0.00010333723041419337,252.20770393505475,6.856658179104933e-07
158,169,169,169,1,220183630970000,220183646371900,15401900,123191000.0,1683.9711147624707,30628.52738619129,2009271.723726389,334878.6206210705,2775150.344347479,95664385.06585775,34.0954827301652,34.0954827301652,2325.485182900164,2325.485182900164,130558.83098057735,22.344663923616373,8.896562888442869e-05,259.1609046319263,5.825955151147428e-07
159,170,170,170,1,220183801358600,220183819789500,18430900,123191000.0,1473.3192220226522,30628.52738619129,1983018.7002525108,330503.1167087575,2744521.8169612875,95965091.15083645,34.58014134127956,34.58014134127956,2360.0653242414437,2360.0653242414437,132918.8963048188,22.10056647739165,7.657438555896911e-05,266.2174999514082,4.948897509574638e-07
160,171,171,171,1,220183973903700,220184005502000,31598300,123191000.0,1288.6673235148135,30628.52738619129,1956765.6767786327,326127.61279644445,2713893.289575096,96265767.65638775,35.07560663626731,35.07560663626731,2395.140930877711,2395.140930877711,135314.0372356965,21.85649304219647,6.58934622054295e-05,273.37897133473257,4.202796132840566e-07
161,172,172,172,1,220184177046600,220184177335800,289200,123191000.0,1126.8595651212318,30628.52738619129,1930512.6533047545,321752.1088841314,2683264.762188905,96566418.16194479,35.58224582111842,35.58224582111842,2430.7231766988293,2430.7231766988293,137744.76041239535,21.61244071243452,5.66891895760551e-05,280.6468336330621,3.568276043623251e-07
162,173,173,173,1,220184286833600,220184302552700,15719100,123191000.0,985.1150103730595,30628.52738619129,1904259.6298308764,317376.6049718184,2652636.2348027136,96867045.82336171,36.100442710074304,36.100442710074304,2466.8236194089036,2466.8236194089036,140211.58403180426,21.36840692634875,4.8759442376359955e-05,288.02263625509477,3.028798580683547e-07
163,174,174,174,1,220184428224200,220184428456500,232300,123191000.0,860.9843459066323,30628.52738619129,1878006.6063569982,313001.10105950537,2622007.7074165223,97167653.42157501,36.63059870280394,36.63059870280394,2503.4542181117076,2503.4542181117076,142715.03824991596,21.124389426520597,4.1929442447278384e-05,295.50796436724875,2.5702513784757315e-07
164,175,175,175,1,220184584831200,220184599608000,14776800,123191000.0,752.3113959489058,30628.52738619129,1851753.58288312,308625.59714719234,2591379.180030331,97468243.405898,37.17313382802141,37.17313382802141,2540.627351939729,2540.627351939729,145255.6656018557,20.88038622472583,3.604811031454264e-05,303.1044401495485,2.1805967205075332e-07
165,176,176,176,1,220184725394200,220184740250100,14855900,123191000.0,657.1989407455507,30628.52738619129,1825500.559409242,304250.0932348793,2560750.6526441397,97768817.9325065,37.72848785925731,37.72848785925731,2578.3558397989864,2578.3558397989864,147834.02144165468,20.636395570693878,3.098489508976545e-05,310.81372411054747,1.8495701122491525e-07
166,177,177,177,1,220184972469500,220184987501100,15031600,123191000.0,573.9783824445132,30628.52738619129,1799247.5359353637,299874.5893225663,2530122.1252579484,98369927.97283709,38.879517708185006,38.879517708185006,2655.5324790161935,2655.5324790161935,153106.2068819789,20.148445931247338,2.662702137988916e-05,318.63751646485844,1.568422031252833e-07
167,178,178,178,1,220185099019200,220185114838600,15819400,123191000.0,501.1828465598742,30628.52738619129,1772994.5124614856,295499.08541025326,2499493.597871757,98670466.6220315,39.476182978042594,39.476182978042594,2695.0086619942363,2695.0086619942363,155801.21554397314,19.904484400620586,2.287709950336624e-05,326.57755857711686,1.3296967771221402e-07
168,180,180,180,1,220185318010200,220185379089100,61078900,123191000.0,381.86768779400467,30628.52738619129,1746741.4889876074,291123.58149794023,2468865.070485566,98970996.13518861,40.0876489032766,40.0876489032766,2735.096310897513,2735.096310897513,158536.31185487067,19.66053028615028,1.6876315640146967e-05,342.8135724460633,9.550526561894576e-08
169,181,181,181,1,220185474114800,220185489654900,15540100,123191000.0,333.2217811323527,30628.52738619129,1694235.442039851,282372.5736733142,2407608.015713183,99271517.64450735,40.71447371480945,40.71447371480945,2775.8107846123225,2775.8107846123225,161312.122639483,19.416582668776655,1.4490282271868343e-05,351.1132466920541,8.091207085949179e-08
170,182,182,182,1,220185630617600,220185645191900,14574300,123191000.0,290.7131472096236,30628.52738619129,1667982.418565973,277997.06976100116,2376979.488326992,99572032.14407253,41.357243992468284,41.357243992468284,2817.168028604791,2817.168028604791,164129.29066808778,19.17264074155374,1.2438948531862804e-05,359.5365790975825,6.853285483647024e-08
171,183,183,183,1,220185786973300,220185847383900,60410600,123191000.0,253.57632063772178,30628.52738619129,1641729.3950920948,273621.56584868813,2346350.9609408006,99872540.506365,42.01657649837739,42.01657649837739,2859.184605103168,2859.184605103168,166988.47527319094,18.928703796247287,1.0675745786697769e-05,368.08554106684096,5.803419372965769e-08
172,184,184,184,1,220185925554900,220185957117700,31562800,123191000.0,221.13996854963565,30628.52738619129,1615476.3716182166,269246.0619363751,2315722.4335546093,100173043.49685012,42.6931201531268,42.6931201531268,2901.877725256295,2901.877725256295,169890.35299844723,18.684771211492627,9.160527301187019e-06,376.7621554653572,4.913247914133133e-08
